y,x,Linie,Km,Name,BPS,BPS-Name,Oben,Unten,B-Jahr,Typ,Bauart,Bem Bauart,Nutzung,Bem Nutzung,Zus Nutz,Breite,Lange (m),Diff H=,Steigung,Handlauf,Bem Handlauf,Oberflache,Bem Oberflache,Bemerkungen,Eigentum,Bem Eigentum,Besonderheiten,Perron,Status,FID,geopos
676237.651,239049.013,711,22.216,T9,HED,Hedingen,Perron,PU,1989,Treppe,Beton,,Fussgaenger,,Velo(-rampe),4.0,4.0,0.0,15/30,einseitig,,Naturstein-Pflaesterung,,,SBB,,,2,Bestehend,35147532,"47.2979221482, 8.4466334645"
765044.59,258383.789,880,54.669,T1,SMG,St. Margrethen,Gleis,Radar-Station,2009,Treppe,Beton,Fertigelemente,Andere,Dinstlich,keine,0.8,2.87,1.35,,kein,,Beton-Belag,,Einfriedung,SBB,,,,Bestehend,35166731,"47.4555190634, 9.62751656223"
757955.567,260988.945,880,62.79,T2 Dienst,STA,Staad,Bahnhofplatz,Hauptstrasse,1988,Treppe,Beton,,Fussgaenger,,keine,0.99,7.14,3.5,17/30,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35074931,"47.4806821063, 9.53446766064"
757950.03,260980.621,880,62.798,T4 Geb.,STA,Staad,Gebaude,Platz,,Treppe,Beton,,,,keine,1.59,0.59,0.45,18/30,kein,,Andere,Granit,,SBB,,,,Bestehend,35029276,"47.4806085979, 9.53439127757"
758077.681,260998.574,880,62.672,Zugang P 3,STA,Staad,Poststrasse,Perron,1999,Treppe,Beton,,Fussgaenger,,keine,1.5,1.782,0.9,19/24,beidseitig,,Beton-Belag,,,SBB,,,1,Bestehend,35086481,"47.4807393263, 9.53609057907"
697157.601,232960.962,730,26.507,T4,STAE,Stafa,Platz,PU,1964,Treppe,Beton,,Fussgaenger,,keine,4.0,8.9,3.7,17.32,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35156730,"47.2404217162, 8.72187447425"
697342.073,232943.68,730,26.691,T2 PU Ost,STAE,Stafa,Strasse,PU,1965,Treppe,Beton,,Fussgaenger,Velo,Velo(-rampe),3.78,10.88,2.2,,beidseitig,,Bituminoeses Mischgut,,,SBB,,Elektrische Liftbuhne Privat,,Bestehend,40999159,"47.2402391314, 8.72430678347"
678902.995,226856.689,711,35.477,Treppe,STRI,Steinhausen Rigiblick,Weg,Unterfuhrung,2010,Treppe,Beton,,Fussgaenger,,keine,3.5,6.89,3.1,,beidseitig,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,54699394,"47.1879535326, 8.47973179194"
676081.367,260396.396,761,18.686,T4 Treppe,STMR,Steinmaur,Treppe,Weg,2015,Treppe,Beton,,Fussgaenger,,keine,1.4,3.12,1.8,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35166144,"47.489926954, 8.44819816413"
676049.172,260385.74,761,18.718,T2 P+Rail,STMR,Steinmaur,Platz,Strasse,2015,Treppe,Beton,,Fussgaenger,,keine,2.0,6.55,2.9,,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,153076717,"47.4898348469, 8.44776917605"
676071.749,260404.808,761,18.698,T3 Per.1 Sud,STMR,Steinmaur,Perron,Weg,2015,Perrontreppe,Beton,,Fussgaenger,,keine,2.0,18.13,3.63,95/10,einseitig,,Bituminoeses Mischgut,,,SBB,,,1,Bestehend,168680204,"47.4900037174, 8.44807198629"
638387.294,265799.282,700,58.795,,STS,Stein-Sackingen,,,2006,Rampe,Beton,,,,,2.0,25.0,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35170146,"47.5417985726, 7.94849650134"
638407.506,265763.556,700,58.762,,STS,Stein-Sackingen,,,2006,Treppe,Beton,,,,,2.4,8.0,0.0,,,#BZU,Beton-Belag,,,SBB,,,2/3,Bestehend,35177935,"47.5414760878, 7.9487618752"
638394.87,265769.244,700,58.775,,STS,Stein-Sackingen,,,2006,Rampe,Beton,,,,,2.2,31.0,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,2/3,Bestehend,35250934,"47.5415279812, 7.94859453544"
687385.737,250251.574,745,106.95,T3 Perron 1/2,STET,Stettbach,Platz,Perron,1986,Treppe,Beton,,Fussgaenger,,keine,2.32,18.3,7.88,17/32,beidseitig,#BZU,Beton-Belag,Granitplatten,,SBB,,,1/2,Bestehend,35088684,"47.3972886041, 8.59619723223"
498347.54,118161.59,150,62.105,Service,SJ,St-Jean (bif),Route,Voie,,Treppe,Beton,,Fussgaenger,,keine,1.589,2.98,2.26,76%,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35115527,"46.2072120398, 6.1215127278"
499238.102,117987.113,150,61.173,escalier,SJ,St-Jean (bif),trottoir,Dalle Beton Herse LC,2013,Treppe,Beton,,Fussgaenger,,keine,1.02,3.48,2.72,78%,kein,,Beton-Belag,,,SBB,,,,Bestehend,138398237,"46.2057768205, 6.13308747083"
598524.022,122201.983,100,98.137,Acces,SL,St-Leonard,Quai 2,Place,2003,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),2.19,40.97,0.0,,einseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,2,Bestehend,35180347,"46.2512484485, 7.41950596586"
566308.482,118461.066,100,51.522,Acces,SM,St-Maurice,Quai 1,PI voyageurs,1906,Treppe,Andere,Maconnerie,Fussgaenger,,keine,2.94,8.86,3.52,47,Unbekannt,#BZU,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35111819,"46.2167509082, 7.00203933115"
566325.212,118425.195,100,51.558,Bat.,SM,St-Maurice,BV01,Trottoir,,Rampe,Andere,pierres naturelles,Fussgaenger,,Kinderwagen(-rampe),1.82,2.9,0.0,,kein,#BZU,Andere,pierres naturelles,,SBB,,,,Bestehend,35143104,"46.216429072, 7.00225872275"
551185.895,146892.188,100,15.028,Service,STSA,St-Saphorin,Voies,Talus,,Treppe,Beton,,,,keine,0.95,3.3,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35201249,"46.4715688408, 6.80308271027"
589517.043,217868.015,260,28.29,Escalier,STU,Studen BE,Perron 1,Passage inferieur,1998,Treppe,,,Fussgaenger,,keine,2.2,9.06,0.0,,,#BZU,Andere,,,SBB,,,,Bestehend,35178166,"47.1117214666, 7.30051136563"
731381.173,266813.337,840,66.106,Geb.,SLG,Sulgen,AG,Bahnhofplatz,,Treppe,Beton,,Fussgaenger,,keine,2.384,0.29,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35034385,"47.5389008704, 9.1837107795"
715455.472,101708.302,600,173.952,,TAV,Taverne-Torricella,Piazza,Strada,,Rampe,Beton,,PW,,keine,1.2,7.1,1.5,,kein,,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35223849,"46.0570277897, 8.93053395371"
715404.185,101668.235,600,174.002,,TAV,Taverne-Torricella,Strada,Sottopasso,1971,Treppe,Beton,,Fussgaenger,,keine,2.8,3.15,1.54,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,169581971,"46.0566762031, 8.92986155417"
707438.58,115135.298,630,169.451,Ext.,TEN,Tenero,sentiero comunale,strada comunale,,Treppe,Beton,,Fussgaenger,,keine,2.2,12.3,0.0,,beidseitig,,Andere,lastre granito,,SBB,,,,Bestehend,35097120,"46.1791159387, 8.83004094834"
709120.372,114977.734,630,167.705,,TEN,Tenero,Marciapiede 1,,,Treppe,Beton,,Fussgaenger,,keine,0.3,8.5,0.3,,einseitig,#BZU,Unbekannt,,,SBB,,,,Bestehend,35145866,"46.1774283816, 8.85177977773"
696420.001,271667.977,821,15.484,T1 SUe Studliberg,TLH,Thalheim-Altikon,Strasse,Unterbau Brucke,,Treppe,Beton,,Andere,Diensttreppe,keine,0.6,5.1,3.07,15/25,kein,,Beton-Belag,,,SBB,,,,Bestehend,71737783,"47.5886194792, 8.72048555904"
685142.343,238943.92,720,12.082,T7 Perron 5/6,TW,Thalwil,Perron,PU,1921,Treppe,Beton,,Fussgaenger,,keine,2.2,7.36,0.0,15/32,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,5/6,Bestehend,35147683,"47.2958881518, 8.5643351548"
685154.215,238953.225,720,12.081,T5 Perron 3/4,TW,Thalwil,Perron,PU,1921,Treppe,Beton,,Fussgaenger,,keine,2.2,7.36,0.0,14/32,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,3/4,Bestehend,35266180,"47.2959703047, 8.56449386371"
685140.043,238966.121,720,12.063,T4 Perron 3/4,TW,Thalwil,Perron 3/4,PU,1962,Treppe,Beton,,Fussgaenger,,keine,2.2,7.36,0.0,14/32,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,3/4,Bestehend,35145283,"47.296088114, 8.56430896003"
685188.055,238909.463,720,12.137,T10 Perron 3/4,TW,Thalwil,Passerelle,Perron,1963,Treppe,Beton,,Fussgaenger,,keine,2.0,12.9,0.0,14/30,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,3/4,Bestehend,35145592,"47.2955723618, 8.56493291379"
684772.857,239439.489,723,11.746,Dienst,TW,Thalwil,Spielplatz,Schaltposten,2001,Treppe,Beton,Blockstufen,,,keine,1.2,19.5,7.42,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35174419,"47.300392641, 8.5595442554"
685968.493,237835.564,720,13.495,Serviceture,TW,Thalwil,Gleis,Boschung,2011,Treppe,Stahl,,Andere,Dienst,keine,1.2,5.0,1.74,20/26,einseitig,,Andere,Stahl,,SBB,,Zugang Serviceture,,Bestehend,47934811,"47.2858130041, 8.57504435503"
685179.653,238969.119,720,12.085,T1 Per. 1,TW,Thalwil,Platz,PU,1963,Treppe,Beton,,Fussgaenger,,keine,3.8,6.61,3.15,33/16,beidseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,136930465,"47.2961099649, 8.56483316189"
685571.484,238564.661,660,12.658,T129,TW,Thalwil,Gleis,Platz,1983,Treppe,Beton,,Andere,Dienstlich,keine,0.8,7.0,5.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,137087442,"47.2924217637, 8.56993596401"
592872.785,193057.078,250,86.039,Treppe,THOD,Thorishaus Dorf,weiteres Stutzbauwerk,Stutzbauwerk,,Treppe,Beton,,Andere,SBB Dienste,keine,1.1,1.35,10.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35053053,"46.8885901689, 7.34511892898"
592924.729,193060.704,250,86.09,Inspektionstreppe,THOD,Thorishaus Dorf,Weg,Stutzbauwer"k, "Inspektionsweg,,Treppe,Beton,Elemente,Andere,SBB Dienst,keine,1.0,40.0,16.0,,einseitig,Holzkonstr.,Beton-Belag,,,SBB,,,,Bestehend,35201542,"46.8886233466, 7.3458004209"
593782.925,194828.238,250,88.188,Geb.,THO,Thorishaus Station,GS,Vorplatz,1860,Treppe,Beton,,Gepaeck,,keine,3.25,1.65,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35039115,"46.9045314333, 7.3570362634"
593758.422,194875.154,250,88.224,Rampe,THO,Thorishaus Station,Strasse,PU,1972,Rampe,Beton,,Fussgaenger,,,4.5,3.65,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35246076,"46.9049532214, 7.35671401724"
614331.625,178375.267,299,136.713,Dienst,TH,Thun,Dienstgebaude,,2007,Treppe,Beton,,,,keine,1.3,2.6,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35184056,"46.7564084876, 7.62621833557"
754140.241,214679.099,880,3.124,T Schollenberg,TRUE,Trubbach,Weg,PDu,1982,Treppe,Beton,,Fussgaenger,,keine,2.5,4.35,0.0,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35282878,"47.0651947971, 9.4679746961"
661001.216,260762.582,702,27.97,Dienst,TG,Turgi,Bahn,Strasse,,Treppe,Holz,Defekt,,,keine,1.0,13.3,8.0,,kein,#BZU,Unbekannt,,,SBB,,,,Bestehend,35239404,"47.4947919524, 8.24815559362"
661407.461,260444.588,702,27.436,R1 Per.1,TG,Turgi,Perron,PU,1996,Rampe,Beton,,Fussgaenger,,,2.5,35.75,4.2,9,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,1,Bestehend,35245010,"47.4918942893, 8.25350257732"
619810.48,128640.347,100,121.814,Service,TUR,Turtmann,,,,Treppe,Beton,,,,keine,0.56,2.81,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35144889,"46.3088770994, 7.69580140029"
620092.304,128680.16,100,122.098,Acces,TUR,Turtmann,Place,Place,,Treppe,Andere,Naturstein,Fussgaenger,,keine,1.24,2.39,0.0,,kein,#BZU,Andere,Naturstein,,SBB,,,,Bestehend,35207248,"46.3092268952, 7.69946140796"
699508.712,232491.298,730,28.985,R4 PU Nord-Ost,UER,Uerikon,Platz PU,PU,2010,Rampe,Beton,,Fussgaenger,,keine,2.5,31.8,3.2,12,beidseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35144737,"47.2358478396, 8.75281804491"
675369.528,249438.321,711,8.394,T5 Zugang Per 2 Ost,URD,Urdorf,Perron,Platz,1988,Treppe,Beton,,Fussgaenger,,keine,1.5,2.42,1.2,,einseitig,,Beton-Belag,,,SBB,,,2,Bestehend,67836509,"47.3914592467, 8.43690373114"
674938.495,248173.282,711,9.951,T2 Per 1,URDW,Urdorf Weihermatt,Perron,PU,1988,Treppe,Beton,,Fussgaenger,,keine,1.0,2.1,1.1,,einseitig,,Beton-Belag,,,SBB,,,1,Bestehend,68036398,"47.3801312828, 8.43098339619"
696532.556,245329.804,740,81.589,T7 Perron 1/2,UST,Uster,Perron,PU,1983,Treppe,Beton,,Fussgaenger,,keine,2.2,10.1,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35204442,"47.3517496917, 8.71628033696"
696687.412,245223.497,740,81.402,T6 Perron 2/3,UST,Uster,Perron,PU,1983,Treppe,Beton,,Fussgaenger,,keine,2.2,10.77,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,2/3,Bestehend,35170362,"47.3507709628, 8.71830662054"
696674.303,245258.255,740,81.434,R3 Rampe,UST,Uster,Industriestrasse,PU,1983,Rampe,Beton,,Fussgaenger,,keine,5.0,30.0,0.0,10,einseitig,,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35272965,"47.3510854685, 8.7181406518"
696512.107,245377.334,740,81.635,T13 Dienst,UST,Uster,Weg,PU,2007,Treppe,Stahl,,,,keine,0.986,3.193,0.0,,beidseitig,,Andere,Stahl,,SBB,,,,Bestehend,35155566,"47.3521801293, 8.71601997327"
696681.062,245266.69,740,81.434,Treppe,UST,Uster,Platz,Platz,1983,Treppe,Beton,,Fussgaenger,,Kinderwagen(-rampe),6.852,1.852,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35181548,"47.3511603341, 8.7182319139"
610915.059,182954.681,290,130.714,Treppe,UTI,Uttigen,Steg,Weg,2008,Treppe,Beton,,Fussgaenger,,keine,1.25,5.6,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35181756,"46.7976664974, 7.58160871157"
716674.8,231501.524,735,46.604,Geb.,UZ,Uznach,Eingang,Platz,,Treppe,Stahl,,,,keine,1.12,1.2,0.976,,einseitig,#BZU,Andere,,,SBB,,,,Bestehend,35036020,"47.2241377815, 8.97921614191"
716797.253,231515.53,853,34.374,T1,UZ,Uznach,Platz,PU,2005,Treppe,Beton,,Fussgaenger,,,3.0,7.78,4.05,,beidseitig,,Naturstein-Pflaesterung,,,SBB,,,1,Bestehend,35167768,"47.224242098, 8.98083624394"
727668.664,255304.569,850,100.906,T3 Per. 3/4 Sud,UZW,Uzwil,Perron,PU,1994,Treppe,Beton,,Fussgaenger,,,2.5,10.4,3.45,,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,3/4,Bestehend,35265186,"47.4361483128, 9.13111701493"
727698.36,255359.944,850,100.967,R3 B+Rail Ost,UZW,Uzwil,Unterstand,Weg / PU,2010,Rampe,Beton,,Velo,,keine,2.0,23.0,2.3,10,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35200401,"47.4366404811, 9.13152640866"
727719.453,255418.755,850,101.027,Dienstweg Ost,UZW,Uzwil,Gleis,Weg,1992,Treppe,Holz,,Andere,Dienstlich,keine,0.5,7.0,3.9,,kein,,Andere,Holz,,SBB,,,,Bestehend,35249271,"47.4371652143, 9.13182277713"
518140.262,173963.01,203,461.433,Bat.,VAL,Vallorbe,Batiment,Place,,Rampe,Beton,,,,keine,1.132,3.044,0.6,,kein,#BZU,Unbekannt,,,SBB,,,,Bestehend,35243206,"46.7118345281, 6.36805498826"
518326.883,174051.478,200,46.295,Acces,VAL,Vallorbe,Quai 3/4,PI voy,1913,Treppe,Beton,,Fussgaenger,,keine,2.0,9.81,3.5,,beidseitig,#BZU,Andere,Maconnerie moelons piques,,SBB,,,3/4,Bestehend,35062655,"46.7126531815, 6.3704795863"
554934.226,163550.061,250,30.529,Escalier,VD,Vauderens,Quai 1,Route,,Treppe,Beton,,Fussgaenger,,keine,5.84,0.62,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35245584,"46.6216751568, 6.85025375797"
554904.978,163525.748,250,30.492,Bat.,VD,Vauderens,Place,Sous-sol BV01,,Treppe,Beton,,Fussgaenger,,keine,1.1,1.73,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35029067,"46.6214544761, 6.84987429396"
569142.834,109726.505,100,61.572,Acces,VERN,Vernayaz,Route,PI voy,1982,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),4.04,26.07,2.836,11,einseitig,,Bituminoeses Mischgut,,,SBB, ,,,Bestehend,138589084,"46.1383158696, 7.03934671642"
501872.66,126171.379,150,51.954,Acces Quai 2/3,VSX,Versoix,Quai 2/3,PI voy.,2003,Rampe,Beton,,Fussgaenger,,,2.06,42.0,4.15,10,Unbekannt,#BZU,Unbekannt,,,SBB,,,,Bestehend,35219412,"46.2797793763, 6.16549388846"
553719.613,146429.823,100,17.638,Service,VV,Vevey,Voie,Batiment CFF,,Treppe,Andere,grille,,,keine,0.92,3.36,0.0,,kein,,Andere,grille,,SBB,,,,Bestehend,35172869,"46.4675899484, 6.8361166657"
553078.377,146576.544,100,16.976,Service,VV,Vevey,Route,Voies,,Treppe,Andere,Pierre nat.,,,keine,1.17,6.13,0.0,,beidseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35081754,"46.4688650478, 6.82775383857"
560740.366,140813.247,100,27.103,Escalier public,VEY,Veytaux-Chillon,Trottoir,Chemin,,Treppe,Andere,Pierres naturelles,Fussgaenger,,keine,1.33,5.76,0.0,,einseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35152420,"46.4175157418, 6.92799421863"
560707.424,140841.342,100,27.069,Escalier,VEY,Veytaux-Chillon,Passage inferieur,Route,,Treppe,Beton,,Fussgaenger,,keine,2.51,0.7,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,2,Bestehend,35176186,"46.417766534, 6.92756336936"
719314.393,112274.713,600,157.83,Ext.,VIGA,Vigana (c bin),casello,binario,,Treppe,Beton,,Fussgaenger,,keine,0.7,3.5,0.0,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35159932,"46.1513889342, 8.98307313927"
718400.164,112132.481,600,158.794,Servizio,VIGA,Vigana (c bin),entr.Fabbr.,Piannerotolo,,Treppe,Beton,,,,keine,0.3,1.55,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35179930,"46.1502709991, 8.97120623711"
563471.317,174494.212,250,45.057,Acces,VZ,Villaz-St-Pierre,Quai 2,PI voy.,1949,Treppe,Andere,,Fussgaenger,,keine,2.5,8.03,4.16,51.8,beidseitig,#BZU,Naturstein-Pflaesterung,,Modifie en 2008,SBB,,,2,Bestehend,35138678,"46.7206441428, 6.96083961994"
563456.759,174509.986,250,45.06,Acces,VZ,Villaz-St-Pierre,Place,Quai 1,1950,Treppe,Andere,,Fussgaenger,,keine,3.0,1.28,0.64,50,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,1,Bestehend,35160675,"46.7207852347, 6.96064794481"
560703.97,138641.18,100,29.386,Acces,VIL,Villeneuve,Route,PI voy,1962,Rampe,Beton,,Fussgaenger,,keine,3.0,29.6,3.59,12,einseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35100819,"46.3979749196, 6.92770528481"
543923.391,149558.585,100,6.76,Service,VTE,Villette VD,,,,Treppe,Beton,,,,keine,0.7,0.29,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35076848,"46.4949838993, 6.70820633054"
544252.413,149226.502,100,7.227,Service,VTE,Villette VD,Voie,Trottoir,1861,Treppe,Andere,Pierres naturelles,Andere,Pietons,keine,0.94,1.57,1.11,70,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35145476,"46.4920242679, 6.71253192375"
655968.239,258996.361,700,34.038,Dienst,VSPW,Villnachern (Spw),Strasse,Gleis,,Treppe,Holz,,,,keine,0.85,26.0,8.9,,Unbekannt,,Unbekannt,,,SBB,,,,Bestehend,35230579,"47.4793549439, 8.18114665528"
633876.766,127056.797,100,136.413,Service,VI,Visp,GS01,Escalier,,Treppe,Beton,,,,keine,1.08,1.72,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35078207,"46.2940714043, 7.87827601467"
635129.909,127143.191,100,137.673,Service,VI,Visp,Chambre a cable,Balast,,Treppe,Beton,,,,keine,0.55,1.5,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35096151,"46.2947843091, 7.89454467702"
558367.752,131885.063,131,16.215,Acces,VOU,Vouvry,Quai 1,Chemin,2007,Treppe,Beton,,Fussgaenger,,Kinderwagen(-rampe),3.54,21.24,0.0,,beidseitig,Uniquement sur escalier#BZU,Bituminoeses Mischgut,Escalier beton,,SBB,,,1,Bestehend,35055490,"46.3370595815, 6.89793698628"
694318.675,231021.578,720,24.924,T5 PU Weberei,WAE,Wadenswil,Weg,PU,1925,Treppe,Beton,,Fussgaenger,,,1.2,5.6,2.6,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35239774,"47.2233913905, 8.68397814916"
693679.508,231625.449,720,24.028,T8,WAE,Wadenswil,Perron 2/3,Pu,1978,Treppe,Beton,,Fussgaenger,,keine,1.689,8.986,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,2/3,Bestehend,35140501,"47.2289132453, 8.67566591296"
694324.909,231034.057,720,24.924,T4,WAE,Wadenswil,Weg,Treppe,1925,Treppe,Beton,,Fussgaenger,,keine,1.0,2.0,1.4,,kein,,Beton-Belag,,,SBB,,,,Bestehend,160271659,"47.2235027305, 8.68406306188"
680942.277,218029.194,665,8.006,,WCHO,Walchwil Horndli,Perron,Strasse,2009,Rampe,Beton,,Fussgaenger,,keine,2.5,4.9,0.0,,Unbekannt,#BZU,Unbekannt,,,SBB,,,,Bestehend,35259779,"47.1083127822, 8.5050535302"
711624.63,236812.968,754,39.619,Geb.,WL,Wald,Bahnhofraumlichkeiten,Busplatz,,Treppe,Andere,Granitplatten,Fussgaenger,,keine,4.13,1.09,0.0,,kein,,Andere,Granit,,SBB,,,,Bestehend,35207365,"47.2727761429, 8.91386774225"
711598.89,236768.023,754,39.666,T1 Perron 1,WL,Wald,Perron,Platz,,Treppe,Beton,,Fussgaenger,,keine,1.5,0.66,0.0,,Unbekannt,#BZU,Unbekannt,,,SBB,,,2,Bestehend,35248198,"47.2723763083, 8.91351647547"
711526.779,236684.573,754,39.771,Eingang,WL,Wald,Technikgebaude,Platz,2015,Treppe,Beton,,Fussgaenger,,keine,1.25,3.0,,,Unbekannt,,Unbekannt,,,SBB,,,,Bestehend,146209115,"47.2716380364, 8.91254296581"
742173.402,220444.505,890,13.523,R2 Perron 3/4,WAL,Walenstadt,Perron,PU Walenstadt,2013,Rampe,Beton,,Fussgaenger,,keine,2.2,34.4,3.9,11,beidseitig,,Beton-Belag,,,SBB,,,3/4,Bestehend,119874719,"47.1197155678, 9.31229942523"
742176.749,220464.675,890,13.521,R1 Perron 2,WAL,Walenstadt,Perron,PU Walenstadt,2011,Rampe,Beton,,Fussgaenger,,,2.2,44.0,3.855,12,beidseitig,#BZU,Beton-Belag,,,SBB,,,2,Bestehend,46847206,"47.1198962234, 9.31234986543"
686397.799,252014.994,751,7.723,Dienst,WS,Wallisellen,Gleis,Technikgebaude,2009,Treppe,Beton,,,,keine,0.788,1.17,0.624,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35085938,"47.4132777509, 8.58345297054"
687048.075,251922.473,751,8.39,T3 Perron 5/6,WS,Wallisellen,Perron,PU,2009,Treppe,Beton,17/30,Fussgaenger,,keine,2.485,8.757,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,5/6,Bestehend,35111969,"47.4123600453, 8.59205030051"
687062.747,251936.881,751,8.399,R2 Perron 3/4,WS,Wallisellen,Perron,PU,2009,Rampe,Beton,,Fussgaenger,,keine,2.517,41.621,0.0,12,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,3/4,Bestehend,35102643,"47.4124876792, 8.59224748946"
616483.02,231218.87,410,64.318,Treppe,WAA,Wangen an der Aare,Perron,PU,1954,Treppe,Beton,,Fussgaenger,,,2.0,7.2,0.0,,beidseitig,#BZU,Andere,,,SBB,,,2/3,Bestehend,35226744,"47.2316893685, 7.65628883087"
616489.548,231217.221,410,64.314,Rampe,WAA,Wangen an der Aare,Strasse,PU,2003,Rampe,Beton,,,,keine,3.0,3.5,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35202968,"47.2316743741, 7.65637497349"
617311.306,231969.056,410,63.142,Treppe,WAA,Wangen an der Aare,Gleis,Strasse,,Treppe,Stahl,,Andere,Dienstlich,keine,0.8,8.0,0.0,,beidseitig,,Andere,Stahl,,SBB,,,,Bestehend,35212794,"47.2384158624, 7.66725518496"
619354.902,227406.547,416,68.352,Dienst,WANZ,Wanzwil (Abzw),ABS-Strang,NBS-Strang,,Treppe,Beton,,,,keine,2.0,3.0,0.0,,einseitig,#BZU,Unbekannt,,,SBB,,,,Bestehend,35239624,"47.1973213469, 7.69404885056"
625944.583,230679.282,400,44.058,Treppe,WANZ,Wanzwil (Abzw),Gebaude,Platz,,Treppe,Beton,,Andere,Dienstlich,keine,0.95,2.2,1.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,68849180,"47.2265329893, 7.78119792917"
725637.297,221208.099,890,30.717,T1 Treppe,WN,Weesen,Platz,PU,1968,Treppe,Beton,,Fussgaenger,,keine,3.971,5.775,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35132869,"47.1299280591, 9.09465545565"
725637.219,221190.574,890,30.714,T2 Treppe,WN,Weesen,Perron,PU,1968,Treppe,Beton,,,,keine,2.411,8.67,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,3/4,Bestehend,35155674,"47.1297704744, 9.09464955257"
725630.08,221176.969,890,30.722,T4 Treppe,WN,Weesen,Weg,PU,1968,Treppe,Beton,,Fussgaenger,,keine,3.95,2.08,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35200754,"47.1296494822, 9.0945516971"
572981.259,252518.332,240,113.099,Service,POR,Porrentruy,Place,Chemin,,Treppe,Beton,,Fussgaenger,,keine,0.9,1.06,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35244287,"47.4229108948, 7.08055477218"
