y,x,Linie,Km,Name,BPS,BPS-Name,Oben,Unten,B-Jahr,Typ,Bauart,Bem Bauart,Nutzung,Bem Nutzung,Zus Nutz,Breite,Lange (m),Diff H=,Steigung,Handlauf,Bem Handlauf,Oberflache,Bem Oberflache,Bemerkungen,Eigentum,Bem Eigentum,Besonderheiten,Perron,Status,FID,geopos
646170.77,249091.637,649,41.598,,AA,Aarau,Perron,Untergeschoss,,Treppe,Beton,,Fussgaenger,,keine,1.2,4.3,0.0,,einseitig,#BZU,Unbekannt,,,SBB,,,,Bestehend,35032229,"47.3910341252, 8.05014746583"
646305.515,249144.895,650,41.452,Lift,AA,Aarau,Perron,Untergeschoss,2010,Lift,Stahl,,Fussgaenger,,keine,2.3,3.1,0.0,,Unbekannt,#BZU,Unbekannt,,,SBB,,,,Bestehend,35130459,"47.3915036727, 8.05193757244"
587853.745,210425.187,251,95.517,Aufgang Aarberg,ABE,Aarberg,DG,Platz,,Treppe,Beton,,,,keine,1.13,1.76,0.6,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35029116,"47.0447451226, 7.27879766394"
612417.764,257450.146,230,113.0,Treppe,AE,Aesch,Perron,Zugangsweg,2003,Treppe,Beton,,Fussgaenger,,keine,2.5,2.66,1.8,,einseitig,#BZU,Beton-Belag,,,SBB,,,3,Bestehend,35088499,"47.4677099139, 7.60333009364"
612398.358,257430.821,230,112.978,Zugnag Perron 2,AE,Aesch,Perron,Platz,,Treppe,Beton,,Fussgaenger,,keine,0.7,8.8,0.5,,kein,#BZU,Beton-Belag,,,SBB,,,2,Bestehend,171157879,"47.4675364696, 7.6030721631"
610262.056,215992.311,400,20.999,Ext.,AESP,Aespli,Fussweg,,,Treppe,Beton,,Andere,FD-SBB,keine,1.0,8.21,0.0,,beidseitig,,Unbekannt,,,SBB,,,,Bestehend,35183497,"47.0948554588, 7.5737960362"
607251.506,211049.168,400,14.884,Dienst,AESP,Aespli,Krone LS-Wall,Strasse,2000,Treppe,Beton,,,,keine,0.8,4.0,,,kein,,Andere,Betonelemente,,SBB,,,,Bestehend,35081996,"47.0504316257, 7.53406446642"
607255.931,211046.729,400,14.885,Dienst,AESP,Aespli,Krone LS-Wall,Dienstweg,2000,Treppe,Beton,,,,keine,0.8,4.0,,,kein,,Andere,Betonelemente,,SBB,,,,Bestehend,35269638,"47.0504096389, 7.53412266277"
689889.809,153601.684,600,86.334,Edif.,AI,Airolo,Centrale TT,Uff.,,Treppe,Andere,Granito,,,keine,1.5,12.5,6.5,,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,35144488,"46.527677651, 8.61024829546"
689380.605,153591.084,600,85.842,Ext.,AI,Airolo,,,,Treppe,Beton,,Fussgaenger,,keine,0.8,4.6,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35119388,"46.5276505066, 8.60361034305"
716501.397,111505.427,600,161.062,Ext.,ALM,Al Motto (c bin),casello,sottopassaggio,,Treppe,Beton,,Fussgaenger,,keine,1.06,10.6,0.0,,einseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35053209,"46.1449623188, 8.94647886543"
717355.318,111658.948,600,160.065,Servizio,ALSA,Al Sasso,sentiero,scala,,Treppe,Andere,naturale,,,keine,1.4,3.51,0.0,,einseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35218585,"46.1461948925, 8.95756656594"
518852.686,147227.526,150,22.915,Bat.,ALL,Allaman,Chemin,Entree sous-sol,,Treppe,Beton,,,,keine,1.2,3.1,1.6,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35028409,"46.4714430936, 6.38208688973"
520332.125,147721.744,150,21.356,Escalier,ALL,Allaman,Chemin,Trottoir,,Treppe,Beton,,Fussgaenger,,keine,1.67,9.6,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35181386,"46.4760663647, 6.4012620048"
690930.343,192325.282,600,35.25,,AL,Altdorf,Perron 2,Platz,2010,Treppe,Beton,,Fussgaenger,,keine,28.8,0.9,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35241926,"46.875834116, 8.63148045589"
695990.058,151804.621,600,93.006,,AP,Ambri-Piotta,Strada,Strada,,Treppe,Andere,pietra naturale,Fussgaenger,,keine,2.0,2.1,0.0,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35182955,"46.5106668801, 8.6893715395"
694938.836,152505.306,600,91.822,Geb.,AP,Ambri-Piotta,TR,,,Treppe,Beton,,,,keine,2.1,3.8,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35119661,"46.5171190929, 8.67582054787"
749538.001,265301.927,825,88.755,Dienst,ARBS,Arbon Seemoosriet,Perron,Weg,2008,Treppe,Beton,,,,keine,1.2,0.95,0.63,,beidseitig,Stahl-Gelander,Beton-Belag,,,SBB,,,,Bestehend,35033545,"47.5214286882, 9.42427607542"
587082.574,117471.177,100,85.326,Acces,ARD,Ardon,Quai 1,PI voy,2012,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),2.17,45.3,3.36,8.26,beidseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,119655844,"46.2085683876, 7.27127559861"
529656.811,172310.66,200,27.582,Acces,AX,Arnex,Quai 2,Pi voy,1971,Treppe,Beton,,Fussgaenger,,keine,2.5,7.06,3.66,49.69,beidseitig,,Naturstein-Pflaesterung,,,SBB,,,2,Bestehend,96855917,"46.6982881722, 6.51891008332"
766155.455,256243.318,880,51.036,T1 Per 2,AUSG,Au SG,Perron,Platz,2013,Treppe,Beton,,Fussgaenger,,keine,6.0,1.0,0.46,15/32,kein,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,55417913,"47.4359954934, 9.64144461573"
766159.649,256264.956,880,51.058,R1 Per 2,AUSG,Au SG,Perron,Platz,2013,Rampe,Beton,,Fussgaenger,,keine,3.0,4.8,0.48,10,kein,#BZU,Bituminoeses Mischgut,,,SBB,,,1,Bestehend,55417901,"47.436188971, 9.64150824254"
557162.048,203321.451,219,5.14,Escalier,AUV,Auvernier,Route,Voie,2013,Treppe,Stahl,,Fussgaenger,,keine,1.32,4.62,0.17,77.8%,einseitig,Cote droit,Andere,Acier,,SBB,,,,Bestehend,137727729,"46.9795709689, 6.87560435253"
569065.269,192076.387,251,68.247,Acces,AV,Avenches,Chemin,PI Pietons,1992,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),2.5,16.78,3.21,20,beidseitig,,,,,SBB,,,,Bestehend,129581626,"46.8790840664, 7.0328142813"
757072.944,208665.133,900,5.684,T1 Treppe,BRAG,Bad Ragaz,Platz,Rampe,1956,Treppe,Beton,,Fussgaenger,,keine,1.8,3.1,0.0,16/31,beidseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35145498,"47.0104289864, 9.5044830831"
720954.814,78529.494,600,202.646,Servizio,BAL,Balerna,entrata casello,sottopassaggio,,Treppe,Andere,pietra,,,keine,1.0,4.1,0.0,,einseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35198247,"45.8476029882, 8.9956326731"
612896.238,265186.534,230,121.085,Treppe,BSDH,Basel Dreispitz,Walkenweg,Perron 2,2006,Treppe,Beton,,,,,2.15,16.5,7.05,,beidseitig,rostrei#BZU,Andere,,,SBB,,,621,Bestehend,35174063,"47.5372807955, 7.60989935322"
611819.626,266008.782,230,122.452,Aufgang Technikgebaude,BS,Basel SBB,Pa Gundeli,Gleis 79,,Treppe,Beton,,Andere,Dienstlich,keine,0.85,18.5,4.3,,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,35098420,"47.5446960397, 7.59562247481"
610381.386,266082.557,510,141.131,Dienst,BS,Basel SBB,Strasse,Gleis,,Treppe,Holz,,,,keine,1.2,1.15,0.0,,kein,,Andere,Holzschwellen,,SBB,,,,Bestehend,35219753,"47.5453837207, 7.57652007244"
612198.747,265840.042,230,122.041,Aufgang Magazingebaude,BS,Basel SBB,Magazingebaude,Gelis,,Treppe,Beton,,Andere,Dienstlich,keine,1.26,5.0,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35178150,"47.5431715406, 7.60065372404"
611305.389,266265.667,510,142.171,,BS,Basel SBB,Passerelle,Perron5,2003,Treppe,Beton,,Fussgaenger,,keine,1.25,13.0,7.07,,beidseitig,#BZU,Andere,Kunststein,,SBB,,,9/10,Bestehend,35185832,"47.5470153987, 7.58879837075"
611285.234,266230.402,514,142.107,,BS,Basel SBB,Passerelle,Perron6,2003,Treppe,Beton,,Fussgaenger,,keine,1.8,12.5,7.01,,beidseitig,#BZU,Andere,Kunststein,,SBB,,,,Bestehend,35229553,"47.5466985794, 7.58852975073"
611382.326,266172.711,514,142.22,Dienst,BS,Basel SBB,,,,Treppe,Beton,,,,keine,0.9,1.25,0.0,,kein,,Unbekannt,,,SBB,,,,Bestehend,35156659,"47.5461780558, 7.58981800169"
611362.863,266276.413,500,0.015,T09,BS,Basel SBB,Passerelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.0,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35234142,"47.5471110591, 7.58956210295"
611355.157,266260.623,500,0.015,T12,BS,Basel SBB,Passerelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.0,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35279944,"47.5469691806, 7.58945933872"
611353.665,266257.606,500,0.015,T13,BS,Basel SBB,Passerelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.0,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35098661,"47.5469420722, 7.58943944307"
611327.901,266250.85,500,0.0,T16,BS,Basel SBB,Passerelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.0,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35257500,"47.5468817529, 7.58909703485"
611337.753,266230.404,514,142.159,T18,BS,Basel SBB,Passerelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.7,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,11/12,Bestehend,35257275,"47.546697698, 7.58922738574"
611327.135,266211.485,514,142.155,T21,BS,Basel SBB,Passerelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.7,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35084844,"47.5465277277, 7.58908586257"
611273.511,266218.13,514,142.101,T24,BS,Basel SBB,Paserelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.0,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35244661,"47.5465884085, 7.58837371916"
611368.075,266327.639,510,142.2,T02,BS,Basel SBB,Schalterhalle,Parking,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,13.6,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35157851,"47.5475716823, 7.58963263925"
615751.632,265061.01,522,4.73,,BSRB,Basel SBB RB,Weg,Weg,,Treppe,Beton,,Fussgaenger,,keine,1.3,2.5,1.1,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35117902,"47.5360898664, 7.64781769584"
615680.521,265076.739,511,4.663,Dienst,BSRB,Basel SBB RB,Platz,Weg,,Treppe,Beton,,,,keine,1.95,5.5,3.0,,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,35060360,"47.5362330239, 7.64687383711"
614975.83,265188.019,521,3.958,Dienst,BSRB,Basel SBB RB,Gleis A16,Gleis 13,,Treppe,Holz,,,,keine,0.8,3.9,0.0,,kein,,Andere,Holzschwellen,,SBB,,,,Bestehend,35168465,"47.5372502272, 7.63751867915"
615923.971,264979.273,511,4.932,Dienst,BSRB,Basel SBB RB,Stumpengleis,Gleis G60,,Treppe,Holz,,,,keine,0.75,2.8,2.5,,kein,,Unbekannt,,,SBB,,,,Bestehend,35107138,"47.5353506047, 7.65010358075"
616774.243,264522.456,511,5.898,Dienst,BSRB,Basel SBB RB,Gleis T30,Platz,,Treppe,Beton,,,,keine,1.0,6.1,4.2,,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,35260768,"47.5312210196, 7.66137854832"
617839.952,263864.242,522,7.212,Dienst,BSRB,Basel SBB RB,Gleis 59,Gleis E57,,Treppe,Holz,,,,keine,0.9,3.9,2.5,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35250661,"47.525273216, 7.67550440281"
614928.871,265298.976,511,3.881,Diensttreppe,BSRB,Basel SBB RB,Gleis 13,Gleis G80,,Treppe,Holz,,,,keine,0.8,5.55,0.0,,einseitig,,Andere,Holz,,SBB,,,,Bestehend,35056276,"47.5382492112, 7.63689872087"
614330.764,265529.118,511,3.241,Dienst,BSRB,Basel SBB RB,Boschung,Gleis 31,,Treppe,Beton,,,,keine,0.8,2.75,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35092112,"47.5403323156, 7.62896243627"
615801.534,265017.969,511,4.807,Dienst,BSRB,Basel SBB RB,Gleis,Platz,,Treppe,Beton,,,,keine,0.8,2.4,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35219297,"47.5357015724, 7.64847891131"
616435.25,264695.837,511,5.517,Zugang Technikgebaude,BSRB,Basel SBB RB,Technikgebaude,Platz,2013,Treppe,Beton,,Andere,Dienstlich,keine,1.25,2.8,0.5,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,135419145,"47.5327889044, 7.65688324558"
609885.517,269254.503,510,137.37,Geb.,BSSJ,Basel St. Johann,SW,Gleis,,Treppe,Beton,,,,keine,0.9,4.85,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35032439,"47.5739188393, 7.57000345412"
689554.536,254866.59,752,14.728,T2 Perron 2/3,BSD,Bassersdorf,Perron2/3,PU,1978,Treppe,Beton,,Fussgaenger,,keine,2.49,11.05,0.0,14/33,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,2/3,Bestehend,35200355,"47.4385006005, 8.62584721094"
708608.138,247464.441,754,25.017,Dienst,BMA,Bauma,Weg,Unterfuhrung,1990,Treppe,Beton,,,,keine,1.02,5.5,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35060616,"47.3690668658, 8.87659032732"
722870.916,252024.365,853,7.261,Unterhaltsweg,BAZ,Bazenheid,Strasse,Brucken-Wiederlager,1976,Treppe,Beton,,Andere,Dienstlich,keine,0.6,5.36,5.0,18/27,kein,,Beton-Belag,,,SBB,,,,Bestehend,35088773,"47.4075655283, 9.06663009538"
723053.446,252318.198,853,6.914,T1 Perron 1,BAZ,Bazenheid,Perron,Platz,2009,Treppe,Beton,,Fussgaenger,,keine,3.0,0.61,0.45,15/30,beidseitig,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35274312,"47.4101736455, 9.06912877169"
723002.851,252239.367,853,7.008,T2 Perron 1,BAZ,Bazenheid,Perron,Platz,2009,Treppe,Beton,,Fussgaenger,,keine,3.0,0.89,0.6,15/30,beidseitig,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35253684,"47.4094742358, 9.06843686573"
605217.481,228653.174,410,76.707,Zugang Perron,BELL,Bellach,Perron,Strasse,2013,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),3.5,13.3,,,einseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,575,Bestehend,124969085,"47.2087957814, 7.5074964154"
604303.519,228592.742,410,77.632,Rampe,BELE,Bellach Industrie,Strasse,PU,1981,Rampe,Beton,,Fussgaenger,,,3.0,7.8,0.0,,beidseitig,#BZU,Andere,,,SBB,,,,Bestehend,35199447,"47.2082587034, 7.49543202446"
722774.947,117181.003,600,150.956,,BEL,Bellinzona,Marciapiede 2/3,Sottopasso,1930,Treppe,,,,,,3.0,7.0,0.0,,einseitig,#BZU,Andere,,,SBB,,,,Bestehend,35085705,"46.194893158, 9.02914259976"
722801.477,117212.654,600,150.915,,BEL,Bellinzona,Marciapiede 2/3,Sottopasso,1996,Rampe,,,,,,2.5,24.0,0.0,,beidseitig,#BZU,Andere,,,SBB,,,,Bestehend,35209065,"46.1951729806, 9.02949450486"
722750.967,117204.109,600,150.953,,BEL,Bellinzona,,,,Treppe,Beton,,Fussgaenger,,keine,2.3,7.6,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35214371,"46.1951053407, 9.0288381006"
600037.987,199788.212,450,106.134,Treppe,BN,Bern,Perron,PU,1964,Treppe,Beton,,Fussgaenger,,,3.6,11.5,3.5,,beidseitig,#BZU,Andere,,,SBB,,,3/4,Bestehend,35191830,"46.9491772158, 7.4391319676"
600026.351,199800.317,450,106.135,Treppe,BN,Bern,Perron,PU,1964,Treppe,Beton,,Fussgaenger,,,3.6,11.0,0.0,,beidseitig,#BZU,Andere,,,SBB,,,5/6,Bestehend,35161900,"46.9492861017, 7.4389791199"
599955.668,199769.515,250,97.048,Rampe,BN,Bern,Perron,PU,1964,Rampe,Beton,,Fussgaenger,,,4.05,42.2,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,7/8,Bestehend,35055772,"46.9490090237, 7.43805065848"
599965.987,199820.84,250,97.089,Aufgang Bern Nord 1,BN,Bern,Perron,PU,1964,Treppe,Beton,,Fussgaenger,,,2.0,8.9,0.0,,beidseitig,#BZU,Andere,,,SBB,,,12/13,Bestehend,35263046,"46.9494707028, 7.43818619286"
600057.399,199855.147,450,106.073,Rampe,BN,Bern,Perron,Gepacktunnel,1961,Rampe,Beton,,Post,,,1.91,33.75,2.8,,kein,#BZU,Beton-Belag,,,SBB,,,7/8,Bestehend,35058297,"46.9497793085, 7.43938695471"
598889.836,200026.69,250,95.82,Geb.,BN,Bern,,WK,,Treppe,Beton,,,,keine,1.05,6.15,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35139276,"46.9513213138, 7.42404963271"
599064.136,200029.294,250,96.321,Dienst,BN,Bern,Strasse,Dienstgebaude,,Treppe,Andere,Granit,Fussgaenger,,keine,1.5,16.7,2.58,,kein,,Andere,Granit,,SBB,,,,Bestehend,35079307,"46.951345025, 7.42633926285"
599837.612,199753.885,250,96.926,Aufgang Welle 4,BN,Bern,Pa Welle,Perron,2005,Treppe,Beton,,Fussgaenger,,,1.37,15.5,7.8,,beidseitig,#BZU,Andere,,,SBB,,,12/13,Bestehend,35120884,"46.9488683978, 7.43649992863"
599870.847,199693.315,250,96.941,T03,BN,Bern,Pa Welle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,15.8,0.0,,beidseitig,Rollband,Andere,Metalltritte,,SBB,,,,Bestehend,35192338,"46.948323571, 7.43693651644"
599826.131,199680.854,250,96.896,T04,BN,Bern,Pa Welle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,17.9,0.0,,beidseitig,Rollband,Andere,Metalltritte,,SBB,,,,Bestehend,35135453,"46.948211467, 7.43634915862"
596479.481,198302.548,250,92.71,Geb.,BNBS,Bern Bumpliz Sud,Durchgang Gebaude,Untergeschoss,,Treppe,Beton,,,,keine,1.05,6.25,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35029609,"46.9358036697, 7.3924004135"
596703.522,198498.678,250,93.007,,BNBS,Bern Bumpliz Sud,Perron 1,Vorplatz,2004,Rampe,Beton,,Fussgaenger,,keine,1.0,1.2,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35192291,"46.9375690717, 7.39534115183"
596720.318,198485.889,250,93.011,Treppe,BNBS,Bern Bumpliz Sud,Perron 2,Parkanlage,2009,Treppe,Beton,,Fussgaenger,,keine,2.75,1.55,0.0,,beidseitig,#BZU,Andere,Granit,,SBB,,,2,Bestehend,35259003,"46.9374541173, 7.39556182485"
596720.704,198485.693,250,93.011,Rampe,BNBS,Bern Bumpliz Sud,Perron 2,Parkanlage,2009,Rampe,Beton,,Fussgaenger,,keine,1.3,11.75,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,2,Bestehend,35069533,"46.9374523562, 7.39556689555"
597514.132,199235.58,250,94.103,Treppe,BNAS,Bern Europaplatz,Perron,Strasss,1966,Treppe,Beton,spez. Konstruktion,Fussgaenger,,,2.6,11.65,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,865,Bestehend,35227538,"46.9442012623, 7.40598259432"
597863.857,199589.018,250,94.578,,BNWM,Bern Weyermannshaus,,,,Treppe,Beton,,Fussgaenger,,keine,1.0,8.8,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35104316,"46.9473817565, 7.41057431731"
598121.542,199660.314,250,94.915,Geb.,BWMS,Bern Weyermannshaus (Spw),DG,,,Treppe,Beton,,,,keine,1.5,14.4,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35049404,"46.9480238842, 7.41395875889"
600628.518,201277.441,450,104.496,Geb.,BWY,Bern Wyler,Buro,Platz,2006,Treppe,Stahl,,,,keine,1.485,9.22,0.0,,beidseitig,,Andere,Stahl,,SBB,,,,Bestehend,35034333,"46.9625728427, 7.44689080181"
566201.873,122407.509,100,47.47,Bat.,BEX,Bex,Place,BS 01,,Treppe,Beton,,,,keine,1.09,2.47,0.0,,kein,#BZU,Unbekannt,,,SBB,,,,Bestehend,35039273,"46.2522456155, 7.00037131352"
661525.602,268892.01,702,36.499,Dienst,BEZ,Beznau (Agl),Boschung,Platz,,Treppe,Holz,,,,keine,0.85,13.2,0.0,,kein,#BZU,Andere,Holz,,SBB,,,,Bestehend,35224801,"47.5678535487, 8.2562378075"
716841.989,135405.745,600,130.109,Dienst,BIA,Biasca,Gleis,Platz,,Treppe,Holz,,,,keine,1.0,7.56,4.2,,kein,,Andere,,,SBB,,,,Bestehend,35269274,"46.35986147, 8.95687169887"
718222.397,134672.337,600,131.749,Servizio,BIA,Biasca,rampa,piazza,,Treppe,Stahl,,,,keine,1.2,1.8,0.0,,beidseitig,,Andere,acciaio,,SBB,,,,Bestehend,35197691,"46.3530235391, 8.97461743555"
718218.328,134401.44,600,131.953,Edif.,BIA,Biasca,entrata,piazzale Merci,,Treppe,Beton,,,Corpo Pompieri Biasca,keine,0.3,1.7,0.0,,einseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35050036,"46.3505878296, 8.97449568866"
718154.744,134671.407,600,131.735,Edif.,BIA,Biasca,entrata Uff.capolinea,piazzale,,Treppe,Beton,,,,keine,1.15,2.45,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35267884,"46.3530270859, 8.97373845814"
585131.241,220200.762,210,104.495,,BI,Biel/Bienne,Perron 4/5,PU,1917,Treppe,,,,,,3.12,8.93,0.0,,,#BZU,Andere,,,SBB,,,4/5,Bestehend,35088142,"47.132619622, 7.24264901626"
585162.628,220164.619,410,99.329,Rampe,BI,Biel/Bienne,Perron 6/7,Passage inferieur,2000,Rampe,,,Fussgaenger,,keine,2.51,34.63,0.0,,,#BZU,Andere,,,SBB,,,6/7,Bestehend,35128099,"47.1322952309, 7.24306391137"
584903.404,220911.455,225,34.824,Service,BI,Biel/Bienne,Place,Voie,,Treppe,Andere,pierres nat.,,,keine,0.96,4.45,0.0,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35225991,"47.1390069796, 7.23962208591"
584869.04,220872.872,225,34.772,Service,BI,Biel/Bienne,Voie,Route,,Treppe,Andere,pierres nat.,,,keine,1.11,13.07,0.0,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35174702,"47.1386591441, 7.23917039224"
586107.49,220846.134,410,97.54,Escalier,BI,Biel/Bienne,Batiment de service DG03,Place,,Treppe,Beton,,Fussgaenger,,keine,5.49,2.16,0.0,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35086028,"47.1384459568, 7.2554966425"
586219.767,220933.262,410,97.46,Service,BI,Biel/Bienne,Place,Batiment de service LH10,,Treppe,Beton,,Fussgaenger,,keine,1.0,2.08,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35102075,"47.1392320178, 7.2569740128"
585103.237,220262.29,210,104.443,Gebaude,BI,Biel/Bienne,Perron 1,AG,,Treppe,Andere,Granit,Fussgaenger,,keine,1.37,6.62,0.0,,einseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35257993,"47.1331724214, 7.24227786449"
585114.495,220266.617,210,104.452,Gebaude,BI,Biel/Bienne,AG,Platz,,Treppe,Andere,Granit,Fussgaenger,,keine,2.58,0.4,0.0,,kein,#BZU,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35107210,"47.1332115967, 7.24242611033"
585008.737,220164.181,210,104.401,Dienst,BI,Biel/Bienne,Weg,Gebaude,,Treppe,Beton,,,,keine,0.79,3.28,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35098298,"47.1322878036, 7.24103555532"
585239.731,220197.494,410,99.274,Rampe,BI,Biel/Bienne,Perron 1,Place,,Rampe,Beton,,Fussgaenger,,keine,2.65,9.94,0.0,,einseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,1,Bestehend,35170900,"47.1325926692, 7.24407909221"
589049.159,223015.831,410,94.031,Zugriff 5,BIBD,Biel/Bienne Bozingenfeld/Champ,Dock,Weg,2014,Rampe,Andere,,Fussgaenger,,keine,2.609,6.56,0.282,4.3,einseitig,,Kiessandbelag,,,SBB, ,,2,Bestehend,143100385,"47.1580175151, 7.29422099637"
586914.368,221239.266,265,96.809,Service,BIRB,Biel/Bienne RB,Passerelle a signaux,Voies,1932,Treppe,,,Fussgaenger,,keine,0.6,5.2,0.0,,,,Andere,,,SBB,,,,Bestehend,35072989,"47.1419986505, 7.26612151724"
586275.852,220854.483,267,97.566,Service,BIRB,Biel/Bienne RB,Mur,Voies,,Treppe,Beton,,Fussgaenger,,keine,1.24,0.87,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35261611,"47.1385245888, 7.25771575013"
586551.324,221167.638,265,97.107,Service,BIRB,Biel/Bienne RB,Place,Batiment de service DG10,,Treppe,Beton,,Fussgaenger,,keine,1.17,2.68,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35214683,"47.1413470465, 7.26133766724"
646673.624,249232.505,650,41.077,Ext.,AA,Aarau,Parkplatz,Trottoir,,Treppe,Beton,,Fussgaenger,,keine,2.0,7.8,2.2,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35186832,"47.3922656693, 8.05682207821"
646400.246,249132.007,650,41.37,,AA,Aarau,Perron,Strasse,,Rampe,Beton,,Fussgaenger,,keine,2.75,11.87,1.0,,kein,#BZU,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35097598,"47.3913810973, 8.05319088904"
646316.333,249146.24,650,41.442,Treppe,AA,Aarau,Perron,Untergeschoss,2010,Treppe,Stahl,,Fussgaenger,,keine,2.0,8.0,0.0,,beidseitig,#BZU,Unbekannt,,,SBB,,,,Bestehend,35171969,"47.3915150095, 8.05208098923"
635488.795,241135.715,500,43.007,Geb.,ABO,Aarburg-Oftringen,AG,Weg zur Strasse,,Treppe,Beton,,Fussgaenger,,keine,4.75,2.88,1.53,,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35228464,"47.3201388906, 7.90804117094"
635491.388,241143.616,500,43.005,Geb.,ABO,Aarburg-Oftringen,AG,Platz,,Treppe,Beton,,,,Kinderwagen(-rampe),3.2,2.1,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35036140,"47.3202098148, 7.90807609254"
