y;x;Linie;Km;BPS;BPS Name;PerronTyp;P-Nr;Kanten-L=;PK-H=;Bem Hohe;Hilfstritt;H-Verl;Bem H-Verlauf;Material;Bem Material;Kantenkrone;Bem Kantenkrone;Auftritt;Bem Auftritt;Fotos;FID;y2;x2;1_koord;2_koord
538013.396;152025.037;100;0.137;LS;Lausanne;Hausperron;1;151.85;P 35;;nicht vorhanden;nicht konstant;;Mauerwerk;;Naturstein;;Beton;;0;120409255;538135.029;151939.0;46.5166479148, 6.6308985894;46.5158852758, 6.6324950073
538026.115;152012.583;100;0.152;LS;Lausanne;Hausperron;1;132.45;P 35;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35355557;538133.716;151937.642;46.5165370696, 6.63106599136;46.5158729389, 6.63247808132
538024.997;151991.67;100;0.16;LS;Lausanne;Mittelperron;3/4;68.57;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35356954;538084.554;151958.075;46.5163488509, 6.63105423408;46.5160521819, 6.63183476701
538028.327;151997.914;100;0.161;LS;Lausanne;Mittelperron;3/4;74.55;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35327980;538091.024;151958.173;46.5164053253, 6.63109678471;46.516053663, 6.63191905698
538024.377;151983.795;100;0.164;LS;Lausanne;Mittelperron;5/6;48.67;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35365120;538064.834;151960.169;46.5162779568, 6.63104721376;46.5160691898, 6.63157753722
545247.868;148757.982;100;8.38;CU;Cully;Zwischenperron;2/3;199.87;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35345655;545438.676;148852.2;46.4878921186, 6.72555252048;46.4887552368, 6.72802631979
546733.754;148903.635;100;9.958;EPS;Epesses;Aussenperron;2;129.18;P 20;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35335225;546844.244;148837.402;46.489322386, 6.74488677944;46.4887354007, 6.74633338417
549692.891;147177.236;100;13.474;RIV;Rivaz;Hausperron;1;170.0;P 55;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Gitterrost;;0;130630118;549859.436;147211.285;46.4740222346, 6.78361366986;46.4743410296, 6.78577838455
550658.07;147017.452;100;14.485;STSA;St-Saphorin;Hausperron;1;123.99;P 20;;;konstant;;Fertigelement;;Andere;Elem. prefab. - Beton;Kein;;0;35361433;550777.528;146984.349;46.4726568746, 6.79619736234;46.4723679104, 6.79775619354
554133.315;146049.671;100;18.2;VV;Vevey;Hausperron;1;43.36;P 42;V 1;;Karrenueberfahrten;;Ortsbeton;;Beton;;Kein;;0;35364003;554165.136;146020.213;46.4641988632, 6.84154019756;46.4639360608, 6.84195735655
554273.723;145994.542;100;18.343;VV;Vevey;Mittelperron;6/7;126.48;P 20;V 6;;nicht konstant;;Ortsbeton;;Naturstein;;Kein;;0;35348263;554349.067;145899.994;46.463712578, 6.84337344285;46.4628672347, 6.84436358316
554276.735;145994.319;100;18.346;VV;Vevey;Mittelperron;6/7;122.14;P 20;V 7;;nicht konstant;;Ortsbeton;;Naturstein;;Kein;;0;35364560;554352.944;145904.196;46.463710778, 6.84341267385;46.462905298, 6.84441363626
554362.171;145857.508;100;18.498;VV;Vevey;Hausperron;1;64.58;P 42;V 1;;Karrenueberfahrten;;Fertigelement;;Beton;;Andere;Granit;0;35331632;554416.098;145822.0;46.4624859528, 6.8445383604;46.4621702252, 6.84524384728
554369.772;145866.687;100;18.499;VV;Vevey;Mittelperron;3/4/5;42.68;P 20;V 3;;konstant;;Ortsbeton;;Andere;Granit;Kein;;0;35313407;554404.019;145841.214;46.4625690401, 6.84463639802;46.4623422382, 6.8450847159
554374.887;145870.92;100;18.501;VV;Vevey;Mittelperron;3/4/5;41.54;P 20;V 4-5;;Karrenueberfahrten;;Ortsbeton;;Andere;Granit;Kein;;0;35339640;554405.011;145842.318;46.4626074665, 6.8447025634;46.4623522367, 6.84509752003
555430.798;145150.776;100;19.788;TOUR;La Tour-de-Peilz;Hausperron;1;46.63;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35323975;555463.954;145117.985;46.4562007427, 6.85851717957;46.4559079852, 6.8589518919
556759.588;144261.149;100;21.423;BURI;Burier;Aussenperron;2;8.65;P 25;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35340954;556767.76;144258.816;46.4482854757, 6.87589570804;46.4482650179, 6.87600227594
560259.095;141991.807;100;25.812;TER;Territet;Hausperron;1;332.99;P 25;;;konstant;;Fertigelement;;Naturstein;;Kein;;0;35366537;560400.876;141691.173;46.4280889703, 6.9216332607;46.4253930494, 6.92350345026
560654.2;138839.279;100;29.188;VIL;Villeneuve;Hausperron;1;38.52;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35321795;560653.76;138800.769;46.3997539811, 6.92704134206;46.3994075411, 6.92703889453
560653.76;138800.769;100;29.226;VIL;Villeneuve;Hausperron;1;204.27;P 55;;;konstant;;Fertigelement;;Beton;;Andere;Ancien quai;0;35330138;560653.808;138596.497;46.3994075411, 6.92703889453;46.3975700286, 6.92705688177
563453.02;129458.364;100;39.464;AIG;Aigle;Mittelperron;2/3;75.39;P 35;;;konstant;;Fertigelement;;Beton;;Andere;sans;0;35335210;563478.165;129387.288;46.3155270825, 6.96417225031;46.3148890925, 6.96450427919
568129.181;113091.832;100;57.941;EV;Evionnaz;Aussenperron;2;28.85;P 20;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35349756;568137.798;113064.295;46.1685411382, 7.02600026857;46.1682938395, 7.02611371514
572065.222;106138.759;100;66.357;MA;Martigny;Zwischenperron;2/3;373.07;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35348113;572436.551;106147.772;46.1061703676, 7.07737716036;46.1062667737, 7.08217882639
572266.148;106112.797;100;66.56;MA;Martigny;Hausperron;1;69.94;P 20;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35343574;572336.036;106115.504;46.1059451487, 7.07997716757;46.1059723795, 7.08088082735
582895.655;113431.356;100;79.503;RID;Riddes;Hausperron;1;154.61;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35371012;583002.735;113542.885;46.1721341148, 7.21717471071;46.173140102, 7.21855713329
584662.945;115220.089;100;82.018;CHA;Chamoson;Hausperron;1;150.63;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35311004;584771.728;115324.286;46.1882675238, 7.23999900051;46.1892073156, 7.24140455218
593632.78;119476.326;100;92.178;SIO;Sion;Mittelperron;2/3;443.24;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35346035;594063.974;119578.968;46.2267004787, 7.35611843256;46.2276277951, 7.3617059182
593632.057;119479.107;100;92.178;SIO;Sion;Mittelperron;2/3;443.44;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35343248;594062.577;119585.067;46.2267254885, 7.35610902322;46.2276826467, 7.36168773251
598442.406;122172.849;100;98.051;SL;St-Leonard;Aussenperron;2;84.92;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35310964;598518.727;122210.066;46.2509861777, 7.4184477455;46.2513211478, 7.41943727819
607082.285;126633.075;100;107.922;SIE;Sierre/Siders;;;417.23;P 55;;;konstant;;Ortsbeton;;Beton;;Andere;Ancien quai granit;0;35313597;607444.374;126840.041;46.2910740203, 7.53054839234;46.2929319284, 7.53525034881
610823.375;128671.907;100;112.328;SAL;Salgesch;Aussenperron;2;85.6;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35335376;610902.216;128705.131;46.3093650747, 7.57914202917;46.3096626774, 7.58016623313
610822.227;128679.142;100;112.329;SAL;Salgesch;Hausperron;1;129.53;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35363392;610939.74;128733.182;46.3094301763, 7.57912729422;46.3099144068, 7.58065398798
620037.175;128684.759;100;122.044;TUR;Turtmann;Hausperron;1;259.86;P 20;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35323096;620293.885;128724.582;46.3092699075, 7.69874598344;46.309620455, 7.70208003332
627821.21;128377.447;100;129.955;RAR;Raron;Mittelperron;2/3;260.12;P 20;;;konstant;;Ortsbeton;;Naturstein;Granit;Kein;;0;35348513;628079.669;128406.002;46.3062288675, 7.79977072751;46.3064750028, 7.803127264
633971.735;127059.277;100;136.508;VI;Visp;Mittelperron;4/5;430.36;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35372993;634401.911;127048.671;46.2940889258, 7.87950861834;46.2939716671, 7.88509027666
634034.775;127044.592;100;136.571;VI;Visp;Mittelperron;2/3;202.27;P 42;;;konstant;;Fertigelement;;Beton;;Kein;;0;35365091;634236.936;127043.098;46.2939536421, 7.88032562413;46.2939299485, 7.88294897351
634034.805;127033.558;100;136.571;VI;Visp;Hausperron;1;160.25;P 42;;;konstant;;Fertigelement;;Beton;;Kein;;0;35348730;634195.004;127029.594;46.2938543844, 7.88032520843;46.2938106055, 7.88240382904
642577.262;129978.452;100;145.815;BR;Brig;Mittelperron;6/7;358.59;P 55;;;konstant;;Fertigelement;;Andere;Fertigelement;Andere;Granit-ehem.Perron;0;35320801;642218.833;129974.881;46.319858539, 7.99144922399;46.3198490175, 7.98679535953
549345.173;147971.529;111;5.57;CHX;Chexbres-Village;Aussenperron;1;109.63;P 25;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35309573;549236.871;147957.723;46.4811408728, 6.77899925654;46.4810084665, 6.77759050114
548149.19;148719.749;111;7.068;LVE;Le Verney (embr);Aussenperron;1;65.07;P 25;;;konstant;;Andere;Bois;Beton;;Kein;;0;35344459;548113.156;148773.768;46.4877796034, 6.76334153994;46.4882627223, 6.76286618778
548269.354;149261.085;111;7.685;PUI;Puidoux-Chexbres;Mittelperron;2/3;34.86;P 25;;nicht vorhanden;nicht konstant;;Mauerwerk;;Naturstein;;Kein;;0;35314161;548290.168;149288.815;46.4926583828, 6.76484579174;46.4929094329, 6.76511377506
559809.366;129334.289;131;13.281;VIO;Vionnaz;Aussenperron;1;150.19;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35335099;559741.229;129468.133;46.3142023321, 6.91688052599;46.3154022254, 6.91598437844
556970.912;134756.919;131;19.519;EVOU;Les Evouettes;Zwischenperron;1;150.17;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35344903;556940.382;134903.934;46.3628048031, 6.87952942882;46.3641252989, 6.87911908393
537775.228;152072.225;150;0.105;LS;Lausanne;Hausperron;1;133.79;P 55;35-55;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35375493;537648.62;152115.474;46.5170502359, 6.62778889745;46.5174274614, 6.62613333818
537763.079;152049.033;150;0.109;LS;Lausanne;Mittelperron;5/6;93.02;P 35;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35356966;537675.107;152079.254;46.5168404895, 6.62763372468;46.5171041298, 6.62648336302
537765.68;152062.421;150;0.111;LS;Lausanne;Mittelperron;3/4;270.74;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35339514;538028.327;151997.914;46.5169611584, 6.6276658092;46.5164053253, 6.63109678471
537741.736;152026.213;150;0.122;LS;Lausanne;Aussenperron;9;148.14;P 55;;;konstant;;Ortsbeton;;Beton;elements prefabriques;Gitterrost;;0;35312163;537884.585;151988.292;46.5166332323, 6.62735870526;46.5163054252, 6.62922513261
535950.323;153104.724;150;2.244;PRMA;Prilly-Malley;Aussenperron;1;219.9;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;59903559;535753.737;153203.098;46.5261651934, 6.60386690201;46.5270311971, 6.60129123984
535953.713;153111.32;150;2.244;PRMA;Prilly-Malley;Mittelperron;2/3;220.4;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;59904006;535756.685;153209.92;46.52622485, 6.60391016502;46.5270928451, 6.60132870886
534169.051;154262.039;150;4.373;REN;Renens VD;Hausperron;1;68.73;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35343635;534112.043;154300.419;46.5364021365, 6.5804877506;46.536741745, 6.57973918417
534116.689;154306.838;150;4.441;REN;Renens VD;Mittelperron;2/3;177.93;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35315282;533975.445;154415.028;46.5367999426, 6.57979882598;46.5377591689, 6.57794224684
534120.356;154312.033;150;4.442;REN;Renens VD;Mittelperron;2/3;177.64;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35341167;533979.978;154420.889;46.5368470336, 6.57984588185;46.5378123369, 6.57800049482
534017.03;154360.709;150;4.553;REN;Renens VD;Zwischenperron;TL 1;86.37;P 55;P 100;;konstant;;Ortsbeton;;Beton;;Kein;;0;35341119;533949.22;154414.197;46.5372746765, 6.5784920833;46.5377491009, 6.57760052358
534018.772;154362.921;150;4.553;REN;Renens VD;Aussenperron;TL 2;86.03;P 55;P 100;;konstant;;Ortsbeton;;Beton;;Kein;;0;35315263;533951.239;154416.216;46.5372947457, 6.57851447335;46.5377674616, 6.57762655185
533979.978;154420.889;150;4.62;REN;Renens VD;Mittelperron;2/3;119.19;P 20;;;konstant;;Fertigelement;;Andere;Element prefabrique;Kein;;0;35341153;533885.778;154493.916;46.5378123369, 6.57800049482;46.5384598997, 6.57676212248
527665.082;151692.57;150;12.269;MOR;Morges;Mittelperron;2/3;420.55;P 55;;;Karrenueberfahrten;;Fertigelement;;Beton;;Gitterrost;;0;35353956;527350.533;151413.733;46.5126171934, 6.4961148109;46.5100749464, 6.49206053354
526109.09;150014.055;150;14.622;TOL;Tolochenaz;Aussenperron;2;188.52;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35345579;525958.815;149903.439;46.4973488324, 6.47611096563;46.4963372209, 6.47417136777
524597.189;148456.752;150;16.802;STP;St-Prex;Hausperron;1;270.71;P 30;;vorhanden;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35370346;524432.08;148242.848;46.4831722035, 6.456672736;46.4812295174, 6.45455774852
524572.409;148432.844;150;16.836;STP;St-Prex;Zwischenperron;2/3;272.61;P 25;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35370331;524400.198;148222.366;46.4829543583, 6.45635396499;46.4810416798, 6.45414596098
522396.706;147580.402;150;19.269;ETOY;Etoy;Aussenperron;2;11.13;<=P20;15;;konstant;;Andere;Traverses en bois;Holzschwellen;;Kein;;0;35324148;522385.729;147582.258;46.4750377811, 6.4281662603;46.4750532017, 6.42802303245
522384.106;147575.502;150;19.28;ETOY;Etoy;Aussenperron;1;6.81;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35361885;522377.559;147576.602;46.474992244, 6.42800303661;46.4750013785, 6.42791761261
517441.185;147241.55;150;24.336;PER;Perroy;Hausperron;1;182.66;P 20;;;konstant;;Andere;Dalles beton;Naturstein;;Kein;;0;35330735;517262.634;147203.285;46.4713964921, 6.36370863575;46.4710302436, 6.36139100802
513089.055;144454.369;150;29.582;GIBU;Gilly-Bursinel;Aussenperron;2;221.85;<=P20;15;;nicht konstant;;Ortsbeton;;Beton;;Kein;;0;35343507;512902.972;144333.625;46.4457753176, 6.30757459498;46.4446650695, 6.30517596446
509987.334;141457.957;150;33.991;GLA;Gland;Aussenperron;3;7.49;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35333767;509982.948;141451.888;46.4184136946, 6.26779717199;46.4183585165, 6.26774130913
507606.197;137884.189;150;38.319;NY;Nyon;Mittelperron;2/3;345.06;P 55;;;konstant;;Ortsbeton;;Beton;;Gitterrost;+ Ancien quai;0;35374010;507382.787;137621.462;46.3859448162, 6.23754182067;46.3835508508, 6.23469047425
507379.038;137600.263;150;38.683;NY;Nyon;Hausperron;1;74.28;P 35;;;konstant;;Fertigelement;;Beton;Pose sur ancien quai;Kein;;0;35315430;507330.883;137543.712;46.3833596566, 6.2346459826;46.3828443457, 6.23403140781
504426.578;132426.728;150;44.753;FOU;Founex;Aussenperron;2;200.06;P 25;;;konstant;;Andere;;Andere;;Kein;;0;35356120;504394.006;132229.337;46.3364116078, 6.19733820182;46.3346315305, 6.19695585803
503163.422;129279.821;150;48.177;TAN;Tannay;Aussenperron;1;154.4;P 35;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35311602;503051.701;129173.253;46.3079256124, 6.18159090102;46.3069509553, 6.1801630989
501824.512;126302.302;150;51.802;VSX;Versoix;Mittelperron;2/3;330.8;P 42;;;konstant;;Ortsbeton;;Beton;;Andere;Ancien quai;0;35316144;501910.85;125985.382;46.2809499149, 6.16484168652;46.2781120193, 6.16602849396
500163.338;119924.261;150;58.76;GESE;Geneve-Secheron;Zwischenperron;1;207.46;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35332379;500164.025;119716.806;46.223338319, 6.1446589269;46.2214724918, 6.14471223468
500090.354;118697.208;150;60.001;GE;Geneve;Mittelperron;4/5/6;30.68;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35355419;500078.409;118669.047;46.2122908936, 6.14397594659;46.2120358273, 6.14382721714
500085.945;118637.829;150;60.058;GE;Geneve;Hausperron;1;70.09;P 35;;;Karrenueberfahrten;;Fertigelement;;Beton;;Andere;Ancien quai;0;35319816;500049.547;118578.228;46.2117561612, 6.14393153833;46.2112146757, 6.14347273527
500072.24;118639.765;150;60.061;GE;Geneve;Mittelperron;2/3;376.86;P 55;;;konstant;;Fertigelement;;Beton;;Andere;Ancien quai granite;0;35347872;499838.483;118344.515;46.2117715368, 6.14375356266;46.2090811547, 6.14078839934
497215.448;120558.804;150;65.56;GEAP;Geneve-Aeroport;Dienstperron;4;175.16;P 42;;;konstant;;Fertigelement;;Beton;;Kein;;0;35321777;497343.996;120677.738;46.2286011618, 6.10631858838;46.2296905432, 6.10795836813
497509.797;120847.862;150;65.971;GEAP;Geneve-Aeroport;Zwischenperron;1/2;432.32;P 42;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35311761;497819.775;121148.943;46.2312460037, 6.11006977452;46.2340012372, 6.11402125974
497832.025;121155.194;150;66.418;GEAP;Geneve-Aeroport;Dienstperron;1D;34.78;P 42;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35337986;497854.087;121182.084;46.2340593236, 6.11417866399;46.2343045357, 6.11445872185
495719.428;119864.106;151;65.324;VMC;Vernier-Meyrin Cargo;Aussenperron;2;136.87;P 20;;;konstant;;Ortsbeton;;Andere;granit;Kein;;0;35338746;495584.879;119888.961;46.2221223491, 6.08708581777;46.2223250093, 6.08533673573
494982.556;119910.718;151;66.065;VM;Meyrin;Aussenperron;1;80.19;P 30;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35348311;494903.017;119900.501;46.2224268403, 6.07752677606;46.2223225116, 6.07649838898
494132.979;119803.039;151;66.922;ZIM;Zimeysa;Aussenperron;1;122.47;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35338729;494011.488;119787.586;46.2213250481, 6.06654217719;46.2211669105, 6.06497140906
491924.792;119076.64;151;69.325;SY;Satigny;Aussenperron;2;100.46;P 55;;;konstant;;Ortsbeton;;Andere;Element prefabrique;Andere;Ancien quai;0;35361652;491848.056;119011.796;46.2144402044, 6.03809695841;46.2138446433, 6.03711777627
532063.698;155457.95;200;6.822;BY;Bussigny;Mittelperron;2/3;219.93;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35361093;531884.28;155585.114;46.5469485418, 6.55286899387;46.5480741059, 6.55051109494
529529.749;167890.491;200;22.696;LSA;La Sarraz;Hausperron;1;162.78;P 20;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35371052;529408.691;167999.287;46.6585158527, 6.51792825782;46.6594816492, 6.5163300158
526563.651;172111.632;200;33.635;CR;Croy-Romainmotier;Hausperron;1;150.45;P 55;;;konstant;;Ortsbeton;;Beton;;Gitterrost;Grille partielle + ancien quai;0;35322432;526509.079;172251.836;46.6961640519, 6.47850330927;46.6974191405, 6.47776740009
520684.405;174500.415;200;43.11;DAY;Le Day;Aussenperron;1;31.42;P 55;;;nicht konstant;;Fertigelement;;Beton;;Gitterrost;;0;35354415;520701.617;174474.131;46.716976222, 6.40123090594;46.716741856, 6.40146055514
520621.442;174602.298;201;3.077;DAY;Le Day;Aussenperron;1;108.32;P 20;;;nicht konstant;;Mauerwerk;;Naturstein;;Kein;;0;35347265;520624.204;174495.32;46.717885123, 6.40038981811;46.7169232197, 6.40044448383
514744.864;169185.76;201;11.319;PT;Le Pont;Zwischenperron;2;73.25;P 20;;;nicht konstant;;Fertigelement;;Andere;Element prefabrique;Kein;;0;35372065;514760.071;169257.416;46.6684391044, 6.32454346694;46.6690855667, 6.32472884796
518227.701;173985.508;203;461.522;VAL;Vallorbe;Mittelperron;3/4;430.25;P 25;;;Karrenueberfahrten;;Mauerwerk;;Naturstein;;Kein;;0;35344552;518579.172;174230.685;46.7120476329, 6.36919437874;46.7142959809, 6.37374686895
518277.629;174027.203;203;461.586;VAL;Vallorbe;Mittelperron;4/5;183.18;P 25;;;Karrenueberfahrten;;Mauerwerk;;Naturstein;;Kein;;0;35309656;518427.208;174132.927;46.7124287936, 6.36983983166;46.7133980836, 6.37177701275
532721.282;171030.163;210;24.812;BAV;Bavois;Aussenperron;1;119.18;P 30;;;konstant;;Fertigelement;;Andere;Element prefabrique;Kein;;0;35364438;532753.804;171144.82;46.687086856, 6.5591621663;46.6881214716, 6.55957043999
533425.346;173508.998;210;27.389;CHV;Chavornay;Hausperron;1;166.63;P 20;;;konstant;;Fertigelement;;Andere;Element prefabrique;Kein;;0;35371033;533470.353;173669.428;46.7094545454, 6.56800481276;46.7109020991, 6.56857003829
533420.646;173537.619;210;27.415;CHV;Chavornay;Hausperron;OC;34.1;P 30;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35332123;533412.668;173570.652;46.7097115189, 6.56793919243;46.7100078502, 6.56783006493
534368.307;175485.427;210;29.615;ESP;Essert-Pittet;Aussenperron;1;170.82;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35358091;534480.69;175614.078;46.7273260013, 6.58005208084;46.7284942795, 6.5815037239
536429.723;177538.409;210;32.615;EP;Ependes;Zwischenperron;1/2;118.3;P 35;Y compris 15 cm marche aux.;vorhanden;konstant;;Fertigelement;;Andere;Element prefabrique;Kein;;0;35370803;536521.414;177613.167;46.7459925469, 6.60673190515;46.746673745, 6.60792134125
539240.573;181404.918;210;38.968;YV;Yverdon-les-Bains;Hausperron;1;329.43;P 55;;;Karrenueberfahrten;;Mauerwerk;;Beton;Element prefabrique;Andere;Granit;0;35361622;538934.014;181525.457;46.7810342768, 6.64299909882;46.7820904292, 6.638968909
539024.183;181472.67;210;39.194;YV;Yverdon-les-Bains;Andere;5;97.12;<=P20;P 15;;konstant;;Fertigelement;Beton;Beton;Element prefabrique;Kein;;0;35311032;538933.622;181507.75;46.78162389, 6.64015664985;46.78193112, 6.63896614377
539045.096;184130.515;210;42.545;GRS;Grandson;Zwischenperron;2/3;200.62;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35310602;539223.725;184221.719;46.805532907, 6.6400755875;46.8063696396, 6.64240346613
545373.778;189056.424;210;50.672;CC;Concise;Aussenperron;1;156.0;P 55;;;konstant;;Fertigelement;Beton;Andere;Element prefabrique - Beton;Kein;;0;35322734;545494.696;189154.982;46.8503917144, 6.72239139806;46.8512881763, 6.72396495735
554108.71;201161.457;210;66.324;BDR;Boudry;Mittelperron;2/3;28.31;<=P20;;;nicht konstant;;Ortsbeton;;Beton;;Kein;;0;35368829;554132.403;201176.947;46.9599375029, 6.83569389407;46.9600784749, 6.83600360357
555069.51;201973.044;210;67.609;CLB;Colombier;Mittelperron;2/3;158.56;P 20;;;nicht konstant;;Mauerwerk;;Naturstein;;Kein;;0;35347978;555176.43;202089.368;46.9673035142, 6.84823637814;46.9683570809, 6.84962977544
559271.942;203785.851;210;72.381;NESE;Neuchatel-Serrieres;Hausperron;1;119.91;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;Grille partielle + ancien quai;0;35336397;559372.889;203850.52;46.9838813681, 6.90329248874;46.9844692631, 6.9046135204
677529.696;269418.814;701;26.068;ZWD;Zweidlen;Zwischenperron;2/3;128.19;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35349341;677413.501;269364.669;47.5708965808, 8.46898670308;47.570423371, 8.46743322314
677526.848;269410.827;701;26.074;ZWD;Zweidlen;Zwischenperron;1/2;122.35;<=P20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35357493;677416.147;269358.731;47.5708250909, 8.46894746413;47.5703696592, 8.46746734939
668817.341;269023.742;701;36.141;MELN;Mellikon;Hausperron;1;120.23;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35369972;668703.47;269062.327;47.5683146101, 8.35315005087;47.5686735309, 8.3516428971
654710.55;271670.903;701;55.229;LEI;Leibstadt;Dienstperron;1/2;68.16;<=P20;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35336921;654649.29;271641.023;47.5934478671, 8.16602002191;47.593184252, 8.1652019157
661278.672;260492.633;702;27.573;TG;Turgi;Mittelperron;2/3;328.33;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35343936;661576.284;260353.967;47.4923383911, 8.25180026989;47.4910635112, 8.25573018496
660353.818;263236.138;702;30.668;SIG;Siggenthal-Wurenlingen;Zwischenperron;1/2;194.64;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35369701;660379.094;263429.045;47.5170973765, 8.23989980686;47.5188299392, 8.24026151039
660352.348;263236.343;702;30.668;SIG;Siggenthal-Wurenlingen;Zwischenperron;1/2;194.61;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35352879;660377.64;263429.298;47.5170993551, 8.2398803198;47.518832348, 8.24024224163
660376.979;263389.858;702;30.823;SIG;Siggenthal-Wurenlingen;Zwischenperron;1;39.01;P 25;;;konstant;;Fertigelement;;Naturstein;;Kein;;0;35338587;660382.049;263428.535;47.5184777104, 8.24022811904;47.5188250811, 8.24030067133
661577.763;269584.733;702;37.217;DOE;Dottingen;Aussenperron;2;220.05;P 55;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Gitterrost;;0;118094192;661520.735;269797.264;47.5740784419, 8.25702690548;47.5759951135, 8.25629844852
680893.204;252726.581;703;25.975;ZAF;Zurich Affoltern;Aussenperron;2;225.96;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35363481;680684.798;252813.581;47.4203765325, 8.5106516372;47.4211845218, 8.50790581524
666184.631;256875.004;703;42.694;WE;Wettingen;Hausperron;1;21.84;<=P20;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35339877;666167.842;256888.965;47.4593281739, 8.31636098433;47.4594554199, 8.31614041804
