y,x,Linie,Km,BPS,BPS-Name,PerronTyp,P-Nr,P-Lange,Z-Schienenfrei,P-Besonderheit,Bem-Typ,BE-Nr,BE Konstruktion,Bem Konstruktion,BE L=,Flache,Oberflache,Bem Oberflache,Baujahr,BE Besonderes,B-Jahr,Fotos,GO 1 Erf Dtm,GO Mut Dtm,GO IPID,1 Erf Dtm,Mut Dtm,AT-PA-Region,PJ-Produktionsstandort,IH-Region,IH-Niederlassung,B-Region,Kst,Kst-Beschreibung,UEW-Region,UEW-Niederlassung-FB,Abk. Str. Verwaltung,ErfMandant,Status,FNO,FID,IPID,geopos
664440.581,271231.739,701,41.44,ZZ,Bad Zurzach,Hausperron,1,220,ja,,,1,Konventionell fundiert,,0,660,Bituminoeses Mischgut,,,,2012,0,0001-01-17T00:53:28+00:53,0001-01-17T00:53:28+00:53,3911750,0001-01-17T00:53:28+00:53,0001-01-06T00:53:28+00:53,Ost,NEP,Mitte,Brugg,Ost,701200,(Rekingen) - (Koblenz),Mitte,Basel,SBB CFF,SBB,Bestehend,716,127374841,11330991,"47.5886154325, 8.29531141025"
611060.283,266305.732,514,141.87,BS,Basel SBB,Mittelperron,16/17,331,ja,,,1,Konventionell fundiert,,341,3672,Verbundstein-Pflaesterung,,,,2007,0,0001-01-04T00:53:28+00:53,0001-01-10T00:53:28+00:53,4181078,0001-01-04T00:53:28+00:53,0001-01-25T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,Mitte,500100,Basel SBB PB,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35379114,4181079,"47.5473798822, 7.58554348175"
723041.084,252293.352,853,6.942,BAZ,Bazenheid,Aussenperron,1,170,ja,,,1,Konventionell fundiert,,170,563,Bituminoeses Mischgut,,,,2009,0,0001-01-05T00:53:28+00:53,0001-01-17T00:53:28+00:53,3888665,0001-01-05T00:53:28+00:53,0001-01-04T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,853100,(Wil) - (Lichtensteig),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35395933,3888666,"47.4099525356, 9.06895817727"
708714.267,247446.637,754,25.125,BMA,Bauma,Hausperron,1,170,ja,,,1,Konventionell fundiert,,170,519,Bituminoeses Mischgut,,,,2015,0,0001-01-13T00:53:28+00:53,0001-01-10T00:53:28+00:53,4540221,0001-01-13T00:53:28+00:53,0001-01-08T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,754150,(Winterthur Seen) - Bauma,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,136724046,4540222,"47.3688892562, 8.87799082849"
611587.876,266210.133,500,0.246,BS,Basel SBB,Dienstperron,0,197,ja,,,1,Konventionell fundiert,,197,678,Bituminoeses Mischgut,,,,,0,0001-01-18T00:53:28+00:53,0001-01-20T00:53:28+00:53,1167222,0001-01-18T00:53:28+00:53,0001-01-20T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,Mitte,500100,Basel SBB PB,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35393539,1167221,"47.5465110448, 7.59254936333"
665493.725,258808.26,710,22.565,BD,Baden,Mittelperron,2/3,371,ja,,,1,Andere,,380,2632,Bituminoeses Mischgut,,,,,0,0001-01-25T00:53:28+00:53,0001-01-18T00:53:28+00:53,2181743,0001-01-25T00:53:28+00:53,0001-01-18T00:53:28+00:53,Ost,NEP,Ost,Zurich,Ost,710550,(Wettingen) - Baden - (Turgi),Ost,Zurich,SBB CFF,SBB,Bestehend,716,35378310,2181742,"47.4767839203, 8.30748278543"
522391.195,147582.391,150,19.274,ETOY,Etoy,Aussenperron,2,202,ja,,,2,Brueckenkonstruktion,,13,27,Bituminoeses Mischgut,Sur dalle PI,,,1960,0,0001-01-14T00:53:28+00:53,0001-01-14T00:53:28+00:53,4677416,0001-01-15T00:53:28+00:53,0001-01-10T00:53:28+00:53,West,West,West,Geneve,West,150350,(Morges) - Rolle,West,Lausanne,SBB CFF,SBB,Bestehend,716,35398176,1152281,"46.4750550324, 6.42809417522"
707987.009,278217.558,822,36.865,EZ,Eschenz,Hilfskante,2,118,nein,,,1,Konventionell fundiert,,118,171,Verbundstein-Pflaesterung,,,,1998,0,0001-01-20T00:53:28+00:53,0001-01-04T00:53:28+00:53,2830118,0001-01-20T00:53:28+00:53,0001-01-04T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,822200,(Stein am Rhein) - (Tagerwilen-Gottlieben),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35396655,2830119,"47.6457118043, 8.87582640985"
534385.913,175493.584,210,29.633,ESP,Essert-Pittet,Aussenperron,2,165,ja,,,1,Fertigelement,,0,512,Bituminoeses Mischgut,,,,2013,0,0001-01-10T00:53:28+00:53,0001-01-10T00:53:28+00:53,11244402,0001-01-10T00:53:28+00:53,0001-01-14T00:53:28+00:53,West,West,West,Lausanne,West,210150,(Eclepens) - (Yverdon),West,Biel,SBB CFF,SBB,Bestehend,716,123985593,11244409,"46.7274011088, 6.58028121221"
522380.433,147574.898,150,19.284,ETOY,Etoy,Aussenperron,1,196,ja,,,3,Konventionell fundiert,,6,14,Bituminoeses Mischgut,,,,1960,0,0001-01-14T00:53:28+00:53,0001-01-14T00:53:28+00:53,4677415,0001-01-14T00:53:28+00:53,0001-01-10T00:53:28+00:53,West,West,West,Geneve,West,150350,(Morges) - Rolle,West,Lausanne,SBB CFF,SBB,Bestehend,716,35379551,4677418,"46.4749863848, 6.42795531716"
568074.966,113230.513,100,57.792,EV,Evionnaz,Aussenperron,1,165,ja,,,1,Fertigelement,,165,617,Bituminoeses Mischgut,,,,2009,0,0001-01-06T00:53:28+00:53,0001-01-06T00:53:28+00:53,4510949,0001-01-06T00:53:28+00:53,0001-01-08T00:53:28+00:53,West,West,West,Sion,West,100300,(St-Maurice) - (Martigny),West,Sion,SBB CFF,SBB,Bestehend,716,35393347,4510948,"46.1697860605, 7.02528884628"
704776.777,227959.9,720,37.056,ALTD,Altendorf,Aussenperron,2,321,ja,,,1,Konventionell fundiert,,321,811,Bituminoeses Mischgut,,,,1989,0,0001-01-16T00:53:28+00:53,0001-01-03T00:53:28+00:53,1229885,0001-01-16T00:53:28+00:53,0001-01-20T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,720350,(Pfaffikon) - (Ziegelbrucke),Ost,Zurich,SBB CFF,SBB,Bestehend,716,35395689,1229883,"47.1942811719, 8.82132363305"
689713.765,153580.053,600,86.158,AI,Airolo,Andere,50/1,67,nein,,marcapiedi di servicio,1,Konventionell fundiert,,67,94,Bituminoeses Mischgut,,,,,0,0001-01-19T00:53:28+00:53,0001-01-10T00:53:28+00:53,1095603,0001-01-19T00:53:28+00:53,0001-01-09T00:53:28+00:53,Sud,Sud,Sud,Biasca,Sud,600400,Airolo - Bodio,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35384988,1095600,"46.5275067105, 8.60794990644"
612412.053,257504.572,230,113.053,AE,Aesch,Hausperron,2,220,ja,,,1,Konventionell fundiert,,220,1024,Verbundstein-Pflaesterung,,,,2005,0,0001-01-05T00:53:28+00:53,0001-01-20T00:53:28+00:53,3456913,0001-01-05T00:53:28+00:53,0001-01-21T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,West,230250,Aesch - (Basel),Mitte,Basel,SBB CFF,SBB,Bestehend,716,35393792,3456912,"47.4681995272, 7.60325585145"
700405.293,243529.988,740,77.224,AAT,Aathal,Mittelperron,1/2,319,ja,,,1,Konventionell fundiert,,325,2198,Unbekannt,,,,1989,0,0001-01-11T00:53:28+00:53,0001-01-11T00:53:28+00:53,1793020,0001-01-11T00:53:28+00:53,0001-01-11T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,740300,Aathal - (Uster),Ost,Zurich,SBB CFF,SBB,Bestehend,716,35383276,1793019,"47.3349853059, 8.76712492532"
563342.181,129760.554,100,39.142,AIG,Aigle,Mittelperron,2/3,400,ja,,,1,Konventionell fundiert,,400,2343,Bituminoeses Mischgut,,,,,0,0001-01-02T00:53:28+00:53,0001-01-06T00:53:28+00:53,1672377,0001-01-02T00:53:28+00:53,0001-01-16T00:53:28+00:53,West,West,West,Sion,West,100200,(Villeneuve) - St-Triphon,West,Sion,SBB CFF,SBB,Bestehend,716,35376090,1672358,"46.3182393642, 6.96270945372"
689750.924,153560.271,600,86.196,AI,Airolo,Dienstperron,3/4,153,nein,,,1,Konventionell fundiert,,153,230,Bituminoeses Mischgut,,,,,0,0001-01-19T00:53:28+00:53,0001-01-01T00:53:28+00:53,1095614,0001-01-19T00:53:28+00:53,0001-01-09T00:53:28+00:53,Sud,Sud,Sud,Biasca,Sud,600400,Airolo - Bodio,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35397531,1095613,"46.5273237971, 8.60843031369"
646160.61,249039.203,650,41.626,AA,Aarau,Aussenperron,6,480,ja,,,1,Konventionell fundiert,,480,2244,Bituminoeses Mischgut,,,,,0,0001-01-19T00:53:28+00:53,0001-01-19T00:53:28+00:53,974421,0001-01-29T00:53:28+00:53,0001-01-11T00:53:28+00:53,Mitte,NEP,Mitte,Olten,Mitte,650510,Aarau,Mitte,Olten,SBB CFF,SBB,Bestehend,716,35388541,698656,"47.3905632484, 8.0500074972"
662605.858,229495.986,651,19.336,GELF,Gelfingen,Hausperron,1,107,ja,,,1,Konventionell fundiert,,107,301,Bituminoeses Mischgut,,,,2003,0,0001-01-25T00:53:28+00:53,0001-01-14T00:53:28+00:53,2415529,0001-01-25T00:53:28+00:53,0001-01-30T00:53:28+00:53,Mitte,NEP,Mitte,Luzern,Mitte,651150,(Hochdorf) - (Beinwil am See),Mitte,Luzern,SBB CFF,SBB,Bestehend,716,35387424,2415528,"47.2134355447, 8.26508022373"
630779.689,257304.858,500,23.987,GKD,Gelterkinden,Hausperron,2,182,ja,,,1,Konventionell fundiert,,182,545,Bituminoeses Mischgut,,,,1997,0,0001-01-08T00:53:28+00:53,0001-01-10T00:53:28+00:53,957957,0001-01-23T00:53:28+00:53,0001-01-10T00:53:28+00:53,Mitte,Mitte,Mitte,Olten,Mitte,500400,Gelterkinden - (Olten),Mitte,Olten,SBB CFF,SBB,Bestehend,716,35377687,399144,"47.4658017913, 7.84686543334"
499896.854,118403.36,150,60.356,GE,Geneve,Mittelperron,2/3,422,nein,,,5,Konventionell fundiert,,32,167,Bituminoeses Mischgut,,,,2006,0,0001-01-20T00:53:28+00:53,0001-01-30T00:53:28+00:53,1505363,0001-01-12T00:53:28+00:53,0001-01-14T00:53:28+00:53,West,West,West,Geneve,West,150600,Geneve,West,Lausanne,SBB CFF,SBB,Bestehend,716,35396359,3817720,"46.2096191241, 6.1415319893"
499852.092,118357.152,150,60.421,GE,Geneve,Mittelperron,2/3,422,nein,,,8,Brueckenkonstruktion,,20,46,Bituminoeses Mischgut,,,,2006,0,0001-01-20T00:53:28+00:53,0001-01-30T00:53:28+00:53,1505363,0001-01-11T00:53:28+00:53,0001-01-14T00:53:28+00:53,West,West,West,Geneve,West,150600,Geneve,West,Lausanne,SBB CFF,SBB,Bestehend,716,35396376,3817712,"46.2091968444, 6.14096199581"
499912.522,118424.156,150,60.33,GE,Geneve,Mittelperron,2/3,422,nein,,,4,Brueckenkonstruktion,,27,235,Bituminoeses Mischgut,,,,2006,0,0001-01-20T00:53:28+00:53,0001-01-30T00:53:28+00:53,1505363,0001-01-11T00:53:28+00:53,0001-01-14T00:53:28+00:53,West,West,West,Geneve,West,150600,Geneve,West,Lausanne,SBB CFF,SBB,Bestehend,716,35396387,3817700,"46.2098085043, 6.14173051434"
500161.005,118827.199,150,59.854,GE,Geneve,Hausperron,1,549,nein,,,1,Konventionell fundiert,,286,1457,Bituminoeses Mischgut,,,,2006,0,0001-01-20T00:53:28+00:53,0001-01-30T00:53:28+00:53,1505344,0001-01-20T00:53:28+00:53,0001-01-12T00:53:28+00:53,West,West,West,Geneve,West,150600,Geneve,West,Lausanne,SBB CFF,SBB,Bestehend,716,35380894,1505336,"46.2134705804, 6.14486349002"
578000.191,183573.827,250,65.952,FRI,Fribourg/Freiburg,Mittelperron,4/5,297,ja,,,3,Konventionell fundiert,,90,569,Bituminoeses Mischgut,,,,,0,0001-01-30T00:53:28+00:53,0001-01-02T00:53:28+00:53,1571644,0001-01-30T00:53:28+00:53,0001-01-02T00:53:28+00:53,West,West,West,Lausanne,West,250250,Romont - Fribourg,West,Lausanne,SBB CFF,SBB,Bestehend,716,35387714,1571643,"46.8029581823, 7.15043789988"
623735.596,128374.893,100,125.795,GA,Gampel-Steg,Aussenperron,1,100,ja,,,1,Konventionell fundiert,,99,261,Bituminoeses Mischgut,,,,,0,0001-01-17T00:53:28+00:53,0001-01-22T00:53:28+00:53,2107090,0001-01-17T00:53:28+00:53,0001-01-08T00:53:28+00:53,West,West,West,Sion,West,100490,(Sierre/Siders) - (St. German),West,Sion,SBB CFF,SBB,Bestehend,716,35381130,2107089,"46.3063623208, 7.74673884779"
578008.209,183552.157,250,65.937,FRI,Fribourg/Freiburg,Mittelperron,2/3,422,ja,,,2,Brueckenkonstruktion,,158,148,Bituminoeses Mischgut,,,,,0,0001-01-30T00:53:28+00:53,0001-01-02T00:53:28+00:53,1571633,0001-01-30T00:53:28+00:53,0001-01-02T00:53:28+00:53,West,West,West,Lausanne,West,250250,Romont - Fribourg,West,Lausanne,SBB CFF,SBB,Bestehend,716,35391291,1571629,"46.8027635198, 7.15054398131"
685269.223,255132.544,752,8.647,KLB,Kloten Balsberg,Hausperron,1,403,ja,,,3,Konventionell fundiert,,16,81,Bituminoeses Mischgut,,,,2008,0,0001-01-23T00:53:28+00:53,0001-01-07T00:53:28+00:53,1374660,0001-01-24T00:53:28+00:53,0001-01-02T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,752150,(Riet [Verzw]) - Kloten - (Dorfnest),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35391669,4396973,"47.4414615377, 8.56909576041"
669158.804,254009.916,710,16.032,KLW,Killwangen-Spreitenbach,Mittelperron,5/6,391,ja,,,2,Konventionell fundiert,,232,1706,Verbundstein-Pflaesterung,,,,2002,0,0001-01-04T00:53:28+00:53,0001-01-11T00:53:28+00:53,1829291,0001-01-04T00:53:28+00:53,0001-01-11T00:53:28+00:53,Ost,Ost,Ost,Zurich,Ost,710400,Killwangen-Spreitenbach,Ost,Zurich,SBB CFF,SBB,Bestehend,716,35392920,1829293,"47.43325531, 8.35535699211"
610404.589,185453.278,290,128.164,KI,Kiesen,Aussenperron,417,220,ja,,,1,Konventionell fundiert,,32,98,Bituminoeses Mischgut,,,,2012,0,0001-01-23T00:53:28+00:53,0001-01-25T00:53:28+00:53,1326593,0001-01-14T00:53:28+00:53,0001-01-13T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,290250,(Gumligen) - (Thun),Mitte,Olten,SBB CFF,SBB,Bestehend,716,135193213,4737380,"46.820150386, 7.57497875321"
610450.01,185279.609,290,128.343,KI,Kiesen,Hausperron,317,220,ja,,,3,Konventionell fundiert,,16,55,Bituminoeses Mischgut,,,,2012,0,0001-01-23T00:53:28+00:53,0001-01-25T00:53:28+00:53,1311738,0001-01-14T00:53:28+00:53,0001-01-13T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,290250,(Gumligen) - (Thun),Mitte,Olten,SBB CFF,SBB,Bestehend,716,135193559,4737376,"46.8185874668, 7.57557000916"
643821.384,241680.204,504,9.222,KKO,Kolliken Oberdorf,Hausperron,1,120,ja,,,1,Fertigelement,,120,300,Bituminoeses Mischgut,,,,2015,0,0001-01-14T00:53:28+00:53,0001-01-03T00:53:28+00:53,10424677,0001-01-14T00:53:28+00:53,0001-01-01T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,504100,(Zofingen) - (Suhr),Mitte,Basel,SBB CFF,SBB,Bestehend,716,167138735,10424687,"47.3245356266, 8.01830692223"
644435.119,243106.707,504,10.883,KK,Kolliken,Hausperron,1,120,ja,,,1,Fertigelement,,120,331,Bituminoeses Mischgut,,,,2015,0,0001-01-12T00:53:28+00:53,0001-01-04T00:53:28+00:53,10418788,0001-01-12T00:53:28+00:53,0001-01-01T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,504100,(Zofingen) - (Suhr),Mitte,Basel,SBB CFF,SBB,Bestehend,716,167139008,10418801,"47.337324739, 8.0265665406"
659292.582,272459.637,701,48.4,KB,Koblenz,Hausperron,1,220,ja,,,1,Fertigelement,,0,694,Bituminoeses Mischgut,,,,2013,0,0001-01-17T00:53:28+00:53,0001-01-12T00:53:28+00:53,3911727,0001-01-12T00:53:28+00:53,0001-01-12T00:53:28+00:53,Ost,NEP,Mitte,Brugg,Ost,701250,Koblenz,Mitte,Basel,SBB CFF,SBB,Bestehend,716,129350418,11361382,"47.6001432187, 8.22704134001"
685325.609,255173.501,752,8.716,KLB,Kloten Balsberg,Hausperron,1,403,ja,,,1,Konventionell fundiert,,334,1457,Bituminoeses Mischgut,,,,,0,0001-01-23T00:53:28+00:53,0001-01-07T00:53:28+00:53,1374660,0001-01-23T00:53:28+00:53,0001-01-02T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,752150,(Riet [Verzw]) - Kloten - (Dorfnest),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35391688,1374661,"47.4418225611, 8.56985103113"
669182.336,253997.893,710,16.005,KLW,Killwangen-Spreitenbach,,,0,,,,1,Konventionell fundiert,,126,892,Bituminoeses Mischgut,,,,1972,0,,,,0001-01-04T00:53:28+00:53,0001-01-11T00:53:28+00:53,Ost,Ost,Ost,Zurich,Ost,710400,Killwangen-Spreitenbach,Ost,Zurich,SBB CFF,SBB,Bestehend,716,35392930,1829294,"47.4331447089, 8.35566702938"
671811.017,252030.258,691,12.66,DT,Dietikon,Dienstperron,1,50,ja,ausser Betrieb,,1,Fertigelement,Stahl,0,73,Andere,Gitterrost,,ausser Betrieb,1974,0,0001-01-30T00:53:28+00:53,0001-01-30T00:53:28+00:53,11452085,0001-01-30T00:53:28+00:53,0001-01-30T00:53:28+00:53,Ost,Ost,Ost,Zurich,Ost,691100,RB Limmattal,Ost,Zurich,SBB CFF,SBB,Bestehend,716,132801033,11452091,"47.4151673731, 8.39019178556"
680861.7,269713.852,770,22.505,EGL,Eglisau,Aussenperron,1,369,ja,,,3,Andere,Holz,0,46,Andere,Holz,,provisorisch,2014,0,0001-01-02T00:53:28+00:53,0001-01-04T00:53:28+00:53,1159399,0001-01-12T00:53:28+00:53,0001-01-06T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,770100,(Bulach) - Eglisau,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,144794501,11818016,"47.5731478895, 8.51331708382"
532198.865,167628.82,210,21.291,ECL,Eclepens,Aussenperron,2,152,ja,,,1,Konventionell fundiert,,0,477,Bituminoeses Mischgut,,,,2011,0,0001-01-20T00:53:28+00:53,0001-01-11T00:53:28+00:53,1694290,0001-01-20T00:53:28+00:53,0001-01-11T00:53:28+00:53,West,West,West,Lausanne,West,210100,(Daillens [bif]) - Eclepens,West,Lausanne,SBB CFF,SBB,Bestehend,716,35378119,1694289,"46.6564390361, 6.55283650149"
663661.323,214505.831,500,89.133,GSAG,Emmenbrucke Gersag,Aussenperron,2,150,ja,,,1,Brueckenkonstruktion,,150,443,Beton-Belag,,,,2003,0,0001-01-10T00:53:28+00:53,0001-01-28T00:53:28+00:53,2374783,0001-01-10T00:53:28+00:53,0001-01-01T00:53:28+00:53,Mitte,NEP,Mitte,Luzern,Mitte,500750,Hubeli  - (Fluhmuhle),Mitte,Luzern,SBB CFF,SBB,Bestehend,716,35391975,2374782,"47.0785088545, 8.27689901573"
532188.297,167623.768,210,21.288,ECL,Eclepens,Hausperron,1,170,ja,,,2,Konventionell fundiert,,0,696,Bituminoeses Mischgut,,,,2011,0,0001-01-20T00:53:28+00:53,0001-01-10T00:53:28+00:53,1694287,0001-01-20T00:53:28+00:53,0001-01-10T00:53:28+00:53,West,West,West,Lausanne,West,210100,(Daillens [bif]) - Eclepens,West,Lausanne,SBB CFF,SBB,Bestehend,716,35382790,1694286,"46.6563925185, 6.55269919205"
649923.388,258643.972,700,42.44,EFG,Effingen,Dienstperron,3/4,219,ja,,,2,Konventionell fundiert,,36,259,Bituminoeses Mischgut,,,,,0,0001-01-10T00:53:28+00:53,0001-01-04T00:53:28+00:53,1657112,0001-01-08T00:53:28+00:53,0001-01-12T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,700140,(Villnachern [Spw]) - (Frick),Mitte,Basel,SBB CFF,SBB,Bestehend,716,35391762,1638364,"47.4766721068, 8.1009150325"
641472.763,264890.614,700,55.461,EI,Eiken,Aussenperron,2,245,ja,,,2,Konventionell fundiert,,228,745,Verbundstein-Pflaesterung,,,,,0,0001-01-20T00:53:28+00:53,0001-01-13T00:53:28+00:53,1554301,0001-01-13T00:53:28+00:53,0001-01-12T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,700150,Frick - (Stein-Sackingen),Mitte,Basel,SBB CFF,SBB,Bestehend,716,35395129,3270618,"47.5334390342, 7.98939290105"
668594.292,215172.463,660,58.621,EBI,Ebikon,Hausperron,1,148,ja,,,1,Konventionell fundiert,,148,248,Bituminoeses Mischgut,,,,,0,0001-01-20T00:53:28+00:53,0001-01-18T00:53:28+00:53,2690352,0001-01-20T00:53:28+00:53,0001-01-01T00:53:28+00:53,Mitte,NEP,Mitte,Luzern,Mitte,660500,(Rotkreuz) - Rotsee (Verzw),Mitte,Luzern,SBB CFF,SBB,Bestehend,716,35396909,2690351,"47.0840125389, 8.34194998736"
681023.524,269654.599,770,22.332,EGL,Eglisau,Aussenperron,1,369,ja,,,2,Konventionell fundiert,,195,316,Bituminoeses Mischgut,,,,,0,0001-01-02T00:53:28+00:53,0001-01-04T00:53:28+00:53,1159399,0001-01-04T00:53:28+00:53,0001-01-15T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,770100,(Bulach) - Eglisau,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35386610,2809220,"47.572595087, 8.51545673468"
580999.144,188890.553,250,72.187,DUED,Dudingen,,,0,,,,1,Konventionell fundiert,,177,309,Bituminoeses Mischgut,,,,,0,,,,0001-01-06T00:53:28+00:53,0001-01-20T00:53:28+00:53,West,West,West,Lausanne,West,250300,(Fribourg) - (Flamatt),West,Biel,SBB CFF,SBB,Bestehend,716,35385098,1269836,"46.850876456, 7.18950176106"
694187.666,181880.378,600,46.5,AS,Amsteg-Silenen,Mittelperron,3/4,219,ja,,,1,Andere,,219,1059,Bituminoeses Mischgut,Belag teilw. defekt,,,,0,0001-01-24T00:53:28+00:53,0001-01-17T00:53:28+00:53,974499,0001-01-08T00:53:28+00:53,0001-01-06T00:53:28+00:53,Sud,NEP,Sud,Erstfeld,Sud,600300,(Erstfeld) - Goschenen,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35384441,227717,"46.7814368238, 8.67205024204"
756903.128,208743.12,900,5.5,BRAG,Bad Ragaz,Mittelperron,3/4,393,ja,,,1,Konventionell fundiert,,417,2752,Bituminoeses Mischgut,,,,1993,0,0001-01-21T00:53:28+00:53,0001-01-13T00:53:28+00:53,341868,0001-01-21T00:53:28+00:53,0001-01-20T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,900100,(Sargans) - (Chur),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35382530,341867,"47.011170442, 9.50227763997"
663792.386,226458.852,651,15.962,BLG,Baldegg,Mittelperron,1/2,119,nein,,,2,Konventionell fundiert,,35,94,Kiessandbelag,,,,2003,0,0001-01-18T00:53:28+00:53,0001-01-28T00:53:28+00:53,2415314,0001-01-18T00:53:28+00:53,0001-01-11T00:53:28+00:53,Mitte,NEP,Mitte,Luzern,Mitte,651150,(Hochdorf) - (Beinwil am See),Mitte,Luzern,SBB CFF,SBB,Bestehend,716,35377019,2415312,"47.1860055913, 8.28031233605"
611204.609,266292.425,514,142.008,BS,Basel SBB,Mittelperron,11/12,444,ja,,,2,Konventionell fundiert,,67,2899,Verbundstein-Pflaesterung,,,,2004,0,0001-01-19T00:53:28+00:53,0001-01-10T00:53:28+00:53,567932,0001-01-13T00:53:28+00:53,0001-01-29T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,Mitte,500100,Basel SBB PB,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35382929,2117468,"47.5472577703, 7.58746032423"
684325.736,211471.86,600,8.787,GD,Arth-Goldau,Mittelperron,6/8,444,ja,,,1,Konventionell fundiert,,444,2813,Bituminoeses Mischgut,,,,1983,0,0001-01-22T00:53:28+00:53,0001-01-20T00:53:28+00:53,974475,0001-01-17T00:53:28+00:53,0001-01-06T00:53:28+00:53,Mitte,NEP,Sud,Erstfeld,Mitte,600150,Arth-Goldau,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35383551,703337,"47.0489135954, 8.54840342695"
737491.636,276057.714,824,92.769,ALN,Altnau,Aussenperron,2,120,ja,,,1,Konventionell fundiert,,120,354,Bituminoeses Mischgut,,,,1998,0,0001-01-06T00:53:28+00:53,0001-01-13T00:53:28+00:53,2774803,0001-01-06T00:53:28+00:53,0001-01-03T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,824100,(Romanshorn) - (Konstanz),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35394899,2774804,"47.6207679017, 9.26770750783"
586951.928,117382.942,100,85.169,ARD,Ardon,Mittelperron,1/2,171,nein,,,1,Konventionell fundiert,,170,1127,Bituminoeses Mischgut,,,,2013,0,0001-01-06T00:53:28+00:53,0001-01-17T00:53:28+00:53,4275772,0001-01-06T00:53:28+00:53,0001-01-17T00:53:28+00:53,West,West,West,Sion,West,100350,(Martigny) - Sion,West,Sion,SBB CFF,SBB,Bestehend,716,126581350,4275773,"46.2077721281, 7.26958531119"
684547.135,211492.338,666,9.007,GD,Arth-Goldau,Hilfskante,1/2,150,nein,,,1,Konventionell fundiert,,150,224,Bituminoeses Mischgut,,,,,0,0001-01-23T00:53:28+00:53,0001-01-11T00:53:28+00:53,974481,0001-01-19T00:53:28+00:53,0001-01-11T00:53:28+00:53,Mitte,NEP,Sud,Erstfeld,Mitte,600150,Arth-Goldau,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35377218,703391,"47.0490695766, 8.55132058842"
736758.925,256130.037,852,18.619,ARN,Arnegg,Hausperron,2,110,nein,,,1,Konventionell fundiert,,119,216,Beton-Belag,,,,,0,0001-01-30T00:53:28+00:53,0001-01-30T00:53:28+00:53,4423336,0001-01-14T00:53:28+00:53,0001-01-28T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,852150,Bischofszell Stadt - (Gossau),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35389492,1839734,"47.4417441262, 9.25183710571"
665506.553,258794.004,710,22.553,BD,Baden,Hausperron,1,306,ja,,,1,Andere,,306,845,Bituminoeses Mischgut,,,,,0,0001-01-25T00:53:28+00:53,0001-01-18T00:53:28+00:53,2181734,0001-01-25T00:53:28+00:53,0001-01-26T00:53:28+00:53,Ost,NEP,Ost,Zurich,Ost,710550,(Wettingen) - Baden - (Turgi),Ost,Zurich,SBB CFF,SBB,Bestehend,716,35379065,2181733,"47.4766544329, 8.30765085764"
