y,x,Linie,Km,BPS,BPS-Name,PerronTyp,P-Nr,P-Lange,Z-Schienenfrei,P-Besonderheit,Bem-Typ,BE-Nr,BE Konstruktion,Bem Konstruktion,BE L=,Flache,Oberflache,Bem Oberflache,Baujahr,BE Besonderes,B-Jahr,Fotos,GO 1 Erf Dtm,GO Mut Dtm,GO IPID,1 Erf Dtm,Mut Dtm,AT-PA-Region,PJ-Produktionsstandort,IH-Region,IH-Niederlassung,B-Region,Kst,Kst-Beschreibung,UEW-Region,UEW-Niederlassung-FB,Abk. Str. Verwaltung,ErfMandant,Status,FNO,FID,IPID,geopos
612440.394,257568.875,230,113.122,AE,Aesch,Aussenperron,3,218,ja,,,1,Konventionell fundiert,,170,560,Verbundstein-Pflaesterung,,,,2001,0,0001-01-26T00:53:28+00:53,0001-01-20T00:53:28+00:53,2149964,0001-01-26T00:53:28+00:53,0001-01-21T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,West,230250,Aesch - (Basel),Mitte,Basel,SBB CFF,SBB,Bestehend,716,35389474,2149965,"47.4687773339, 7.60363354704"
726046.035,256661.077,850,103.238,ALG,Algetshausen-Henau,Aussenperron,2,200,ja,,,1,Konventionell fundiert,,200,495,Unbekannt,,,,,0,0001-01-27T00:53:28+00:53,0001-01-22T00:53:28+00:53,1158688,0001-01-27T00:53:28+00:53,0001-01-30T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,850300,(Gossau) - (Wil),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35387199,1158700,"47.4486588794, 9.10999559779"
689721.364,153567.283,600,86.166,AI,Airolo,Mittelperron,2/3,391,ja,,,1,Konventionell fundiert,,391,2185,Bituminoeses Mischgut,,,,,0,0001-01-19T00:53:28+00:53,0001-01-07T00:53:28+00:53,1095610,0001-01-19T00:53:28+00:53,0001-01-09T00:53:28+00:53,Sud,Sud,Sud,Biasca,Sud,600400,Airolo - Bodio,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35377581,1095609,"46.5273908307, 8.60804645519"
587831.39,210360.114,251,95.449,ABE,Aarberg,Zwischenperron,2,89,ja,,,1,Konventionell fundiert,,89,161,Kiessandbelag,,,,,0,0001-01-07T00:53:28+00:53,0001-01-30T00:53:28+00:53,1791427,0001-01-07T00:53:28+00:53,0001-01-30T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,251300,Kerzers - (Lyss),Mitte,Olten,SBB CFF,SBB,Bestehend,716,35395191,1791426,"47.0441593787, 7.27850525266"
677826.523,242301.522,711,17.938,BON,Bonstetten-Wettswil,Mittelperron,2/3,320,ja,,,1,Konventionell fundiert,,320,2192,Bituminoeses Mischgut,,,,2007,0,0001-01-25T00:53:28+00:53,0001-01-22T00:53:28+00:53,4336645,0001-01-25T00:53:28+00:53,0001-01-22T00:53:28+00:53,Ost,Ost,Ost,Zurich,Ost,711250,(Urdorf Weihermatt) - Hedingen,Ost,Zurich,SBB CFF,SBB,Bestehend,716,35395298,4336647,"47.3269885991, 8.46820314866"
675388.736,245707.539,711,12.629,BIR,Birmensdorf ZH,Aussenperron,2,317,ja,,,1,Konventionell fundiert,,317,875,Bituminoeses Mischgut,,,,1990,0,0001-01-11T00:53:28+00:53,0001-01-22T00:53:28+00:53,640397,0001-01-11T00:53:28+00:53,0001-01-22T00:53:28+00:53,Ost,Ost,Ost,Zurich,Ost,711250,(Urdorf Weihermatt) - Hedingen,Ost,Zurich,SBB CFF,SBB,Bestehend,716,35393172,640399,"47.3579041551, 8.43652981056"
733400.739,278138.409,824,97.44,BOT,Bottighofen,Hausperron,1,120,ja,,,1,Konventionell fundiert,,120,345,Verbundstein-Pflaesterung,,,,1998,0,0001-01-06T00:53:28+00:53,0001-01-06T00:53:28+00:53,2774821,0001-01-06T00:53:28+00:53,0001-01-04T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,824100,(Romanshorn) - (Konstanz),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35380986,2774822,"47.64032075, 9.21393051998"
554917.397,137377.452,131,22.98,BOU,Bouveret,Aussenperron,1,150,ja,,,2,Konventionell fundiert,,30,105,Bituminoeses Mischgut,,,,2009,0,0001-01-15T00:53:28+00:53,0001-01-02T00:53:28+00:53,3817648,0001-01-02T00:53:28+00:53,0001-01-18T00:53:28+00:53,West,West,West,Sion,West,131150,(Monthey) - Bouveret,West,Sion,SBB CFF,SBB,Bestehend,716,35376146,4274930,"46.3862423803, 6.85259238522"
555015.078,137307.108,131,22.86,BOU,Bouveret,Aussenperron,1,150,ja,,,1,Konventionell fundiert,,120,582,Bituminoeses Mischgut,,,,2007,0,0001-01-15T00:53:28+00:53,0001-01-02T00:53:28+00:53,3817648,0001-01-15T00:53:28+00:53,0001-01-16T00:53:28+00:53,West,West,West,Sion,West,131150,(Monthey) - Bouveret,West,Sion,SBB CFF,SBB,Bestehend,716,35376154,3817646,"46.3856161812, 6.85386897174"
589137.514,223109.47,410,93.903,BIBD,Biel/Bienne Bozingenfeld/Champ,Hausperron,1,159,ja,,,1,Konventionell fundiert,,159,531,Unbekannt,,,,,0,0001-01-16T00:53:28+00:53,0001-01-12T00:53:28+00:53,4737397,0001-01-16T00:53:28+00:53,0001-01-12T00:53:28+00:53,West,Mitte,West,Biel/Bienne,West,410250,Lengnau - (Biel Mett [Abzw]),West,Biel,SBB CFF,SBB,Bestehend,716,137685154,4737396,"47.158861244, 7.29538385616"
735300.732,262656.236,852,6.832,BZN,Bischofszell Nord,Dienstperron,1,60,ja,,,1,Konventionell fundiert,,87,268,Beton-Belag,,,,,0,0001-01-09T00:53:28+00:53,0001-01-04T00:53:28+00:53,1817612,0001-01-09T00:53:28+00:53,0001-01-04T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,852100,(Sulgen) - (Bischofszell Stadt),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35390426,1817611,"47.5007266628, 9.23449099624"
526309.092,174146.875,200,35.754,BRT,Bretonnieres,Aussenperron,1,150,ja,,,1,Konventionell fundiert,,150,378,Kiessandbelag,,,,,0,0001-01-17T00:53:28+00:53,0001-01-22T00:53:28+00:53,2134310,0001-01-17T00:53:28+00:53,0001-01-14T00:53:28+00:53,West,West,West,Lausanne,West,200200,(Daillens) - (Le Day),West,Lausanne,SBB CFF,SBB,Bestehend,716,35379945,2134307,"46.7144425324, 6.4748480408"
712916.904,137599.955,600,125.487,BO,Bodio TI,Hausperron,1,151,nein,,,1,Konventionell fundiert,,151,225,Bituminoeses Mischgut,,,,,0,0001-01-10T00:53:28+00:53,0001-01-10T00:53:28+00:53,372141,0001-01-25T00:53:28+00:53,0001-01-12T00:53:28+00:53,Sud,Sud,Sud,Biasca,Sud,600400,Airolo - Bodio,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35390642,247237,"46.3802681382, 8.90641508697"
658782.692,254134.329,647,5.347,BIRR,Birr,Mittelperron,5/6,220,ja,,,1,Andere,,219,1870,Bituminoeses Mischgut,,,,,0,0001-01-24T00:53:28+00:53,0001-01-17T00:53:28+00:53,191202,0001-01-17T00:53:28+00:53,0001-01-11T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,647100,(Brugg) - (Othmarsingen),Mitte,Basel,SBB CFF,SBB,Bestehend,716,35394149,1130606,"47.4353824284, 8.21784294531"
611436.184,266237.51,500,0.098,BS,Basel SBB,Mittelperron,5/6,646,ja,,,1,Konventionell fundiert,,646,4762,Verbundstein-Pflaesterung,und Bitum.,,,2004,0,0001-01-19T00:53:28+00:53,0001-01-20T00:53:28+00:53,567950,0001-01-19T00:53:28+00:53,0001-01-20T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,Mitte,500100,Basel SBB PB,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35396041,567949,"47.5467599104, 7.5905350734"
689428.853,254889.917,752,14.6,BSD,Bassersdorf,Mittelperron,2/3,315,ja,,,1,Konventionell fundiert,,13,72,Verbundstein-Pflaesterung,,,,1978,0,0001-01-11T00:53:28+00:53,0001-01-16T00:53:28+00:53,1374376,0001-01-06T00:53:28+00:53,0001-01-09T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,752200,Dorfnest - (Hurlistein),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35375969,2191832,"47.4387274719, 8.62418596011"
681741.312,226421.211,660,28.096,BAAL,Baar Lindenpark,Zwischenperron,1,150,ja,,,1,Konventionell fundiert,,149,973,Bituminoeses Mischgut,,,,2004,0,0001-01-18T00:53:28+00:53,0001-01-20T00:53:28+00:53,2352112,0001-01-18T00:53:28+00:53,0001-01-07T00:53:28+00:53,Mitte,NEP,Sud,Erstfeld,Ost,660250,Litti - (Zug),Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35386215,2352110,"47.1836921214, 8.5170989936"
663794.201,226428.519,651,15.932,BLG,Baldegg,Mittelperron,1/2,119,nein,,,3,Konventionell fundiert,,83,182,Kiessandbelag,,,,2003,0,0001-01-18T00:53:28+00:53,0001-01-28T00:53:28+00:53,2415314,0001-01-18T00:53:28+00:53,0001-01-11T00:53:28+00:53,Mitte,NEP,Mitte,Luzern,Mitte,651150,(Hochdorf) - (Beinwil am See),Mitte,Luzern,SBB CFF,SBB,Bestehend,716,35377010,2415313,"47.1857325949, 8.28033199003"
611135.892,266322.64,510,141.979,BS,Basel SBB,Mittelperron,11/12,444,ja,,,2,Konventionell fundiert,,34,101,Verbundstein-Pflaesterung,,,,2012,0,0001-01-19T00:53:28+00:53,0001-01-10T00:53:28+00:53,567932,0001-01-23T00:53:28+00:53,0001-01-12T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,Mitte,500100,Basel SBB PB,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35382921,4737498,"47.547530678, 7.58654826617"
611141.733,266319.964,510,141.985,BS,Basel SBB,Mittelperron,11/12,444,ja,,,1,Konventionell fundiert,,405,618,Verbundstein-Pflaesterung,,,,1999,0,0001-01-19T00:53:28+00:53,0001-01-10T00:53:28+00:53,567932,0001-01-19T00:53:28+00:53,0001-01-25T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,Mitte,500100,Basel SBB PB,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35382938,567920,"47.5475065122, 7.58662578952"
585584.675,242877.934,240,93.418,BSC,Bassecourt,Aussenperron,1,150,ja,,,1,Fertigelement,,0,390,Verbundstein-Pflaesterung,,,,2007,0,0001-01-20T00:53:28+00:53,0001-01-24T00:53:28+00:53,11090391,0001-01-20T00:53:28+00:53,0001-01-24T00:53:28+00:53,West,West,West,Biel/Bienne,West,240100,(Delemont) - Glovelier,West,Biel,SBB CFF,SBB,Bestehend,716,120404727,11090365,"47.3366014299, 7.24789475894"
611640.664,266171.733,500,0.311,BS,Basel SBB,Mittelperron,1/2,230,ja,,,2,Konventionell fundiert,,29,89,Verbundstein-Pflaesterung,,,,2008,0,0001-01-19T00:53:28+00:53,0001-01-20T00:53:28+00:53,567890,0001-01-28T00:53:28+00:53,0001-01-25T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,Mitte,500100,Basel SBB PB,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35378923,3999579,"47.546164757, 7.59324956926"
586513.336,209920.012,251,93.936,BRG,Bargen,Aussenperron,449,128,ja,,,1,Konventionell fundiert,,128,308,Bituminoeses Mischgut,,,,2008,0,0001-01-12T00:53:28+00:53,0001-01-02T00:53:28+00:53,4442267,0001-01-06T00:53:28+00:53,0001-01-02T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,251300,Kerzers - (Lyss),Mitte,Olten,SBB CFF,SBB,Bestehend,716,35389812,1791338,"47.0401749947, 7.26117429088"
665249.705,258004.033,703,44.22,BDO,Baden Oberstadt,Dienstperron,2,148,nein,,,1,Konventionell fundiert,,148,261,Bituminoeses Mischgut,,,,,0,0001-01-23T00:53:28+00:53,0001-01-20T00:53:28+00:53,1845352,0001-01-23T00:53:28+00:53,0001-01-08T00:53:28+00:53,Ost,NEP,Ost,Zurich,Ost,703340,(Wettingen) - (Gruemet (Abzw)),Ost,Zurich,SBB CFF,SBB,Bestehend,716,35385825,1845351,"47.4695754127, 8.30412816253"
721734.59,77848.346,637,204.487,CHSM,Chiasso Smistamento,Dienstperron,K7,39,ja,,marcapiedi di servicio,1,Konventionell fundiert,,39,81,Bituminoeses Mischgut,,,,,0,0001-01-19T00:53:28+00:53,0001-01-08T00:53:28+00:53,2173710,0001-01-19T00:53:28+00:53,0001-01-16T00:53:28+00:53,Sud,Sud,Sud,Giubiasco,Sud,638100,Chiasso Smistamento,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35385217,2173713,"45.8413374242, 9.00549251741"
503668.386,130405.9,150,46.922,COP,Coppet,Mittelperron,2/3,321,ja,,,2,Brueckenkonstruktion,,11,69,Bituminoeses Mischgut,,,,2004,0,0001-01-07T00:53:28+00:53,0001-01-03T00:53:28+00:53,340630,0001-01-03T00:53:28+00:53,0001-01-03T00:53:28+00:53,West,West,West,Geneve,West,150550,Coppet - (Geneve),West,Lausanne,SBB CFF,SBB,Bestehend,716,137898787,11633680,"46.3181268069, 6.18791146673"
759525.179,191367.76,900,25.533,CH,Chur,Hausperron,4/5,480,ja,,,1,Konventionell fundiert,,209,1300,Verbundstein-Pflaesterung,,,,2006,0,0001-01-05T00:53:28+00:53,0001-01-07T00:53:28+00:53,1413631,0001-01-24T00:53:28+00:53,0001-01-25T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,900150,Chur,Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35389323,3727630,"46.8543057621, 9.53065459537"
503693.658,130457.358,150,46.866,COP,Coppet,Hausperron,1,218,ja,,,1,Konventionell fundiert,,55,171,Bituminoeses Mischgut,,,,2004,0,0001-01-20T00:53:28+00:53,0001-01-03T00:53:28+00:53,3157897,0001-01-20T00:53:28+00:53,0001-01-03T00:53:28+00:53,West,West,West,Geneve,West,150550,Coppet - (Geneve),West,Lausanne,SBB CFF,SBB,Bestehend,716,35381023,3157900,"46.318593274, 6.18822887044"
503652.638,130292.778,150,47.035,COP,Coppet,Hausperron,1,218,ja,,,3,Konventionell fundiert,,218,734,Bituminoeses Mischgut,,,,2004,0,0001-01-20T00:53:28+00:53,0001-01-03T00:53:28+00:53,3157897,0001-01-20T00:53:28+00:53,0001-01-03T00:53:28+00:53,West,West,West,Geneve,West,150550,Coppet - (Geneve),West,Lausanne,SBB CFF,SBB,Bestehend,716,35381038,3157898,"46.317107071, 6.18773048492"
555074.18,201973.134,210,67.612,CLB,Colombier,Mittelperron,2/3,156,ja,,,1,Konventionell fundiert,,156,860,Bituminoeses Mischgut,,,,,0,0001-01-02T00:53:28+00:53,0001-01-24T00:53:28+00:53,2177647,0001-01-08T00:53:28+00:53,0001-01-12T00:53:28+00:53,West,West,West,Biel/Bienne,West,210250,Onnens - (Auvernier),West,Biel,SBB CFF,SBB,Bestehend,716,35396593,276238,"46.9673046405, 6.8482977317"
552250.919,157872.737,251,25.867,CHAT,Chatillens,Hausperron,1,122,ja,,,1,Konventionell fundiert,,23,123,Bituminoeses Mischgut,,,,,0,0001-01-04T00:53:28+00:53,0001-01-27T00:53:28+00:53,2410001,0001-01-04T00:53:28+00:53,0001-01-11T00:53:28+00:53,West,West,West,Lausanne,West,251100,(Palezieux) - (Payerne),West,Lausanne,SBB CFF,SBB,Bestehend,716,35377894,2409991,"46.570419242, 6.81581128497"
723614.93,76906.205,600,206.012,CHI,Chiasso,Dienstperron,8/9,399,nein,,,1,Konventionell fundiert,,399,512,Bituminoeses Mischgut,,,,,0,0001-01-09T00:53:28+00:53,0001-01-20T00:53:28+00:53,944824,0001-01-09T00:53:28+00:53,0001-01-23T00:53:28+00:53,Sud,Sud,Sud,Giubiasco,Sud,600960,Chiasso Vg (Communita),Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35379824,944825,"45.832523902, 9.02944187001"
589744.749,118315.914,100,88.12,CHF,Chateauneuf-Conthey,Hausperron,1,152,ja,,,4,Brueckenkonstruktion,,10,30,Beton-Belag,,,,,0,0001-01-08T00:53:28+00:53,0001-01-09T00:53:28+00:53,1693397,0001-01-08T00:53:28+00:53,0001-01-08T00:53:28+00:53,West,West,West,Sion,West,100350,(Martigny) - Sion,West,Sion,SBB CFF,SBB,Bestehend,716,35376956,1693395,"46.2162134259, 7.3057504657"
503638.885,130293.448,150,47.038,COP,Coppet,Mittelperron,2/3,321,ja,,,3,Konventionell fundiert,,285,1871,,,,,2004,0,0001-01-07T00:53:28+00:53,0001-01-03T00:53:28+00:53,340630,0001-01-03T00:53:28+00:53,0001-01-03T00:53:28+00:53,West,West,West,Geneve,West,150550,Coppet - (Geneve),West,Lausanne,SBB CFF,SBB,Bestehend,716,137898804,11633697,"46.3171111218, 6.18755181593"
596670.041,198462.164,250,92.958,BNBS,Bern Bumpliz Sud,Aussenperron,1,221,ja,,,1,Konventionell fundiert,,92,347,Bituminoeses Mischgut,,,,2012,0,0001-01-18T00:53:28+00:53,0001-01-26T00:53:28+00:53,1551809,0001-01-13T00:53:28+00:53,0001-01-25T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,250350,Flamatt - (Bern),Mitte,Olten,SBB CFF,SBB,Bestehend,716,135193371,4737341,"46.9372404505, 7.39490172541"
722935.537,117357.916,600,150.723,BEL,Bellinzona,Mittelperron,4/6,273,ja,,,1,Konventionell fundiert,,0,1444,Bituminoeses Mischgut,,,,2015,0,0001-01-05T00:53:28+00:53,0001-01-18T00:53:28+00:53,12200143,0001-01-05T00:53:28+00:53,0001-01-06T00:53:28+00:53,Sud,Sud,Sud,Giubiasco,Sud,600550,Bellinzona,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,170328740,12200220,"46.1964549637, 9.03126892924"
532764.906,171148.893,210,24.938,BAV,Bavois,Aussenperron,2,151,ja,,,2,Fertigelement,,0,67,Bituminoeses Mischgut,,,,2012,0,0001-01-30T00:53:28+00:53,0001-01-13T00:53:28+00:53,2099229,0001-01-08T00:53:28+00:53,0001-01-08T00:53:28+00:53,West,West,West,Lausanne,West,210150,(Eclepens) - (Yverdon),West,Biel,SBB CFF,SBB,Bestehend,716,136736795,11583341,"46.6881592287, 6.55971495977"
599890.173,199680.5,250,96.955,BN,Bern,Mittelperron,1/2,539,ja,,,2,Konventionell fundiert,,181,1129,Bituminoeses Mischgut,,,,2005,0,0001-01-31T00:53:28+00:53,0001-01-25T00:53:28+00:53,1531775,0001-01-29T00:53:28+00:53,0001-01-25T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,250450,Bern,Mitte,Olten,SBB CFF,SBB,Bestehend,716,35390977,3523105,"46.9482083034, 7.4371903772"
596696.321,198485.016,250,92.993,BNBS,Bern Bumpliz Sud,Aussenperron,1,221,ja,,,1,Konventionell fundiert,,312,806,Bituminoeses Mischgut,,,,,0,0001-01-18T00:53:28+00:53,0001-01-26T00:53:28+00:53,1551809,0001-01-18T00:53:28+00:53,0001-01-26T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,250350,Flamatt - (Bern),Mitte,Olten,SBB CFF,SBB,Bestehend,716,35380531,1551808,"46.9374461428, 7.3952466839"
722716.157,117129.557,600,151.033,BEL,Bellinzona,Hausperron,1/809,478,ja,,,1,Konventionell fundiert,,478,3468,Bituminoeses Mischgut,,,,,0,0001-01-04T00:53:28+00:53,0001-01-27T00:53:28+00:53,843880,0001-01-14T00:53:28+00:53,0001-01-23T00:53:28+00:53,Sud,Sud,Sud,Giubiasco,Sud,600550,Bellinzona,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,57924374,10378940,"46.1944411842, 9.02836770374"
552205.35,197737.334,210,62.189,BV,Bevaix,Aussenperron,2,171,ja,,,1,Konventionell fundiert,,171,708,Bituminoeses Mischgut,,,,,0,0001-01-18T00:53:28+00:53,0001-01-10T00:53:28+00:53,276476,0001-01-18T00:53:28+00:53,0001-01-10T00:53:28+00:53,West,West,West,Biel/Bienne,West,210250,Onnens - (Auvernier),West,Biel,SBB CFF,SBB,Bestehend,716,35376573,276478,"46.9290032857, 6.81104845124"
718190.734,134622.844,600,131.791,BIA,Biasca,Mittelperron,2/3,399,ja,,,1,Konventionell fundiert,,399,2320,Bituminoeses Mischgut,,,,,0,0001-01-14T00:53:28+00:53,0001-01-10T00:53:28+00:53,407299,0001-01-09T00:53:28+00:53,0001-01-12T00:53:28+00:53,Sud,Sud,Sud,Biasca,Sud,600450,(Bodio) - Biasca,Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35379625,372123,"46.3525839785, 8.97419358203"
552993.312,199552.048,210,64.169,BV,Bevaix,Dienstperron,,0,ja,,,1,Konventionell fundiert,,121,260,Bituminoeses Mischgut,,,,,0,0001-01-20T00:53:28+00:53,0001-01-11T00:53:28+00:53,315919,0001-01-20T00:53:28+00:53,0001-01-14T00:53:28+00:53,West,West,West,Biel/Bienne,West,210250,Onnens - (Auvernier),West,Biel,SBB CFF,SBB,Bestehend,716,35396454,315920,"46.9453828327, 6.82120670163"
708708.542,247452.853,754,25.118,BMA,Bauma,,,0,,,,2,Konventionell fundiert,Anpassung 2006,158,245,Bituminoeses Mischgut,,,,,0,,,,0001-01-16T00:53:28+00:53,0001-01-26T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,754150,(Winterthur Seen) - Bauma,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35378434,1414416,"47.3689460998, 8.87791655675"
594893.202,220784.518,415,95.707,BUER,Buren an der Aare,Hausperron,795,122,ja,,,1,Konventionell fundiert,,127,348,Verbundstein-Pflaesterung,,,,2006,0,0001-01-08T00:53:28+00:53,0001-01-26T00:53:28+00:53,3576813,0001-01-08T00:53:28+00:53,0001-01-26T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,415300,Buren - (Busswil),Mitte,Olten,SBB CFF,SBB,Bestehend,716,35383731,3576812,"47.1380189175, 7.37131170192"
728732.359,267946.838,840,63.186,BGL,Burglen,Hausperron,2,130,ja,,,1,Konventionell fundiert,,130,310,Verbundstein-Pflaesterung,,,,2001,0,0001-01-20T00:53:28+00:53,0001-01-16T00:53:28+00:53,2571299,0001-01-20T00:53:28+00:53,0001-01-15T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,840320,(Weinfelden) - Burglen,Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35382305,2571300,"47.5496174169, 9.14886703091"
642111.304,129949.075,100,145.34,BR,Brig,Mittelperron,3/4,456,ja,,,1,Konventionell fundiert,,81,687,Bituminoeses Mischgut,,,,2002,0,0001-01-28T00:53:28+00:53,0001-01-16T00:53:28+00:53,1718960,0001-01-28T00:53:28+00:53,0001-01-08T00:53:28+00:53,West,West,West,Sion,West,100600,Brig,West,Sion,SBB CFF,SBB,Bestehend,716,35376728,1718935,"46.319623625, 7.9853969608"
682725.79,264148.892,760,20.138,BUE,Bulach,Mittelperron,1/2,409,ja,,,1,Konventionell fundiert,,365,2491,Verbundstein-Pflaesterung,,,,,0,0001-01-10T00:53:28+00:53,0001-01-08T00:53:28+00:53,1208174,0001-01-10T00:53:28+00:53,0001-01-24T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,760350,(Oberglatt) - Bulach,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35388909,1208173,"47.5228707581, 8.53705337604"
682734.04,264230.987,769,16.181,BUE,Bulach,Mittelperron,5/6,231,ja,,,1,Konventionell fundiert,,231,1539,Bituminoeses Mischgut,,,,,0,0001-01-10T00:53:28+00:53,0001-01-08T00:53:28+00:53,1208186,0001-01-17T00:53:28+00:53,0001-01-15T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,760350,(Oberglatt) - Bulach,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35379346,1855205,"47.5236079945, 8.53717816428"
682755.806,264123.099,760,20.103,BUE,Bulach,Hausperron,3,430,ja,,,1,Konventionell fundiert,,430,2331,Bituminoeses Mischgut,,,,,0,0001-01-10T00:53:28+00:53,0001-01-08T00:53:28+00:53,1208169,0001-01-17T00:53:28+00:53,0001-01-04T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,760350,(Oberglatt) - Bulach,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35377971,1855190,"47.5226350238, 8.53744707994"
613975.068,212213.142,450,83.324,BDF,Burgdorf,Mittelperron,2/3,354,ja,,,2,Konventionell fundiert,,257,1446,Bituminoeses Mischgut,,,,,0,0001-01-19T00:53:28+00:53,0001-01-29T00:53:28+00:53,974378,0001-01-21T00:53:28+00:53,0001-01-30T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,450400,Burgdorf,Mitte,Olten,SBB CFF,SBB,Bestehend,716,35393121,403758,"47.0607945267, 7.62258526374"
658238.424,259400.024,710,30.983,BG,Brugg AG,Mittelperron,2/3,425,ja,,,1,Konventionell fundiert,,48,333,Bituminoeses Mischgut,,,,,0,0001-01-24T00:53:28+00:53,0001-01-28T00:53:28+00:53,1770295,0001-01-24T00:53:28+00:53,0001-01-08T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,710700,Brugg AG,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35382730,1770291,"47.4827882511, 8.21131569756"
658029.068,259102.263,640,31.359,BG,Brugg AG,Mittelperron,2/3,425,ja,,,3,Konventionell fundiert,,57,374,Bituminoeses Mischgut,,,,,0,0001-01-24T00:53:28+00:53,0001-01-28T00:53:28+00:53,1770295,0001-01-24T00:53:28+00:53,0001-01-21T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,710700,Brugg AG,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35382712,1770293,"47.4801288331, 8.20849945141"
642221.041,129969.564,107,145.453,BR,Brig,,,0,,,,4,Konventionell fundiert,,358,3196,Bituminoeses Mischgut,,,,,0,,,,0001-01-08T00:53:28+00:53,0001-01-08T00:53:28+00:53,West,West,West,Sion,West,107100,Brig RB/GB (Gemeinschaft),West,Sion,SBB CFF,SBB,Bestehend,716,168071349,12433037,"46.3198010503, 7.98682354447"
571868.618,224985.632,225,56.573,CTY,Courtelary,Aussenperron,3,220,ja,,,2,Brueckenkonstruktion,,57,190,Bituminoeses Mischgut,,,Aqueduc sous le quai,2004,0,0001-01-21T00:53:28+00:53,0001-01-23T00:53:28+00:53,1929592,0001-01-21T00:53:28+00:53,0001-01-30T00:53:28+00:53,West,West,West,Biel/Bienne,West,225150,(Sonceboz) - (La Chaux-de-Fonds),West,Biel,SBB CFF,SBB,Bestehend,716,35390094,3265064,"47.17522542, 7.06754105307"
576363.459,250649.334,240,107.967,CG,Courgenay,Mittelperron,1/2,161,ja,,,1,Konventionell fundiert,,161,727,Naturstein-Pflaesterung,,,,2007,0,0001-01-20T00:53:28+00:53,0001-01-24T00:53:28+00:53,4313696,0001-01-20T00:53:28+00:53,0001-01-24T00:53:28+00:53,West,West,West,Biel/Bienne,West,240150,(Glovelier) - Porrentruy,West,Biel,SBB CFF,SBB,Bestehend,716,35398133,4313693,"47.4062315982, 7.12547658045"
529938.307,161948.043,200,14.381,COS,Cossonay-Penthalaz,Mittelperron,2/3,208,ja,,,1,Konventionell fundiert,,171,1274,Bituminoeses Mischgut,,,,,0,0001-01-09T00:53:28+00:53,0001-01-11T00:53:28+00:53,2077574,0001-01-09T00:53:28+00:53,0001-01-14T00:53:28+00:53,West,West,West,Lausanne,West,200150,Bussigny - Daillens [bif],West,Lausanne,SBB CFF,SBB,Bestehend,716,35397617,2077567,"46.6051070647, 6.52417212281"
